Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Start.Lat,Start.Lon,End.Lat,End.Lon,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
MS,T01,2025-07-28T20:51:36Z,2025-07-28T23:58:22Z,-65.23902542,45.04895704,-64.69908419,45.22615325,48.71669716,Actual,NA,NA,NA,NA,7,SB,48.71669716,2025-07-28T20:51:36Z,2025-07-28T23:58:22Z,11206,8.450603659423024,2025,2025-07-28
MS,T02,2025-07-29T00:54:46Z,2025-07-29T04:01:57Z,-64.77867807,45.27885637,-65.23329621,45.12314071,42.3657748,Actual,NA,NA,NA,NA,7,SB,42.3657748,2025-07-29T00:54:46Z,2025-07-29T04:01:57Z,11231,7.33258727515199,2025,2025-07-29
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,7,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,7,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,7,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,7,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,7,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,7,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,7,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.03636667,-65.23333333,45.21621667,-64.68106667,7,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.05084444,-65.23333333,45.22682222,-64.69705926,7,SB,46.443751499559156,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.06532222,-65.23333333,45.23742778,-64.71305185,7,SB,45.11540068706484,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.0798,-65.23333333,45.24803333,-64.72904444,7,SB,43.78802490764279,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.09427778,-65.23333333,45.25863889,-64.74503704,7,SB,42.461666934894,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.10875556,-65.23333333,45.26924444,-64.76102963,7,SB,41.13637518652095,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.12323333,-65.23333333,45.27985,-64.77702222,7,SB,39.812204649537854,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.13771111,-65.23333333,45.29045556,-64.79301481,7,SB,38.48921548846128,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.15218889,-65.23333333,45.30106111,-64.80900741,7,SB,37.167477273569666,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.16666667,-65.23333333,45.31166667,-64.825,7,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.25,-65.05,45.31666667,-64.83333333,7,SB,18.522072044965643,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.26305,-65.05,45.32445,-64.85,7,SB,17.088491673272745,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.27611667,-65.05,45.33221667,-64.86666667,7,SB,15.653881253174083,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.28916667,-65.05,45.34,-64.88333333,7,SB,14.22121072099839,NA,NA,NA,NA,NA,NA
