"","file","cast","date","station_id","latitude","longitude","area","is_prince5","in_germanseal","in_scotsbay","depth","temperature","salinity"
"124","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,31,9.50234985351562,31.4970016479492
"125","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,32,9.48250007629395,31.505500793457
"126","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,33,9.47159957885742,31.511100769043
"127","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,34,9.42819976806641,31.5263996124268
"128","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,35,9.38220024108887,31.5270500183105
"129","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,36,9.35004997253418,31.5368995666504
"130","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,37,9.34460067749023,31.5357494354248
"131","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,38,9.32110023498535,31.5400009155273
"132","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,39,9.30620002746582,31.5468502044678
"133","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,40,9.29565048217773,31.5495986938477
"134","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,41,9.2908992767334,31.5473003387451
"135","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,42,9.28299999237061,31.5466499328613
