Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Start.Lat,Start.Lon,End.Lat,End.Lon,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
LM,T01,2025-07-14T19:24:24Z,2025-07-14T22:29:16Z,-65.23496909,45.04987137,-64.69773444,45.23015607,47.118490609,Actual,NA,NA,NA,NA,6,SB,47.118490609,2025-07-14T19:24:24Z,2025-07-14T22:29:16Z,11092,8.257375296195326,2025,2025-07-14
LM,T02,2025-07-14T23:01:54Z,2025-07-15T01:46:26Z,-64.77169329,45.27812464,-65.23356502,45.12329478,40.61650273,Actual,NA,NA,NA,NA,6,SB,40.61650273,2025-07-14T23:01:54Z,2025-07-15T01:46:26Z,9872,7.997567125879579,2025,2025-07-14
MS,T01,2025-07-14T19:33:01Z,2025-07-14T22:46:39Z,-65.23532719,45.0352098,-64.68759343,45.21408452,48.922644376,Actual,NA,NA,NA,NA,6,SB,48.922644376,2025-07-14T19:33:01Z,2025-07-14T22:46:39Z,11618,8.185384149065575,2025,2025-07-14
MS,T02,2025-07-14T23:19:35Z,2025-07-15T02:31:34Z,-64.74895245,45.26709825,-65.1898928,45.12320064,41.26486192,Actual,NA,NA,NA,NA,6,SB,41.26486192,2025-07-14T23:19:35Z,2025-07-15T02:31:34Z,11519,6.963476794389513,2025,2025-07-14
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,NA,NA,NA,NA,6,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.03636667,-65.23333333,45.21621667,-64.68106667,6,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.05084444,-65.23333333,45.22682222,-64.69705926,6,SB,46.443751499559156,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.06532222,-65.23333333,45.23742778,-64.71305185,6,SB,45.11540068706484,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.0798,-65.23333333,45.24803333,-64.72904444,6,SB,43.78802490764279,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.09427778,-65.23333333,45.25863889,-64.74503704,6,SB,42.461666934894,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.10875556,-65.23333333,45.26924444,-64.76102963,6,SB,41.13637518652095,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.12323333,-65.23333333,45.27985,-64.77702222,6,SB,39.812204649537854,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.13771111,-65.23333333,45.29045556,-64.79301481,6,SB,38.48921548846128,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.15218889,-65.23333333,45.30106111,-64.80900741,6,SB,37.167477273569666,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.16666667,-65.23333333,45.31166667,-64.825,6,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.25,-65.05,45.31666667,-64.83333333,6,SB,18.522072044965643,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.26305,-65.05,45.32445,-64.85,6,SB,17.088491673272745,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.27611667,-65.05,45.33221667,-64.86666667,6,SB,15.653881253174083,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.28916667,-65.05,45.34,-64.88333333,6,SB,14.22121072099839,NA,NA,NA,NA,NA,NA
