Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Start.Lat,Start.Lon,End.Lat,End.Lon,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
LM,T02,2026-05-24T22:16:07Z,2026-05-24T23:21:46Z,-64.7454318,45.25423914,-64.54866063,45.30874033,16.83110275,Actual,NA,NA,NA,NA,2,SB,16.83110275,2026-05-24T22:16:07Z,2026-05-24T23:21:46Z,3939.0000000000005,8.305907786128458,2026,2026-05-24
LM,T03,2026-05-24T23:28:28Z,2026-05-25T00:26:42Z,-64.55036767,45.32802237,-64.75466324,45.27034393,17.44106557,Actual,NA,NA,NA,NA,2,SB,17.44106557,2026-05-24T23:28:28Z,2026-05-25T00:26:42Z,3494,9.703102718256668,2026,2026-05-24
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.09,-65.23333333,45.2555,-64.74033333,2,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.254,-64.73516667,45.30683333,-64.55,2,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.32833333,-64.55,45.26866667,-64.75716667,2,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.26683333,-64.75733333,45.10533333,-65.23333333,2,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.12066667,-65.23333333,45.278,-64.77416667,2,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.28916667,-64.79116667,45.136,-65.23333333,2,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.15133333,-65.23333333,45.3005,-64.808,2,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.16666667,-65.23333333,45.31166667,-64.825,2,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.31666667,-64.83333333,45.25,-65.05,2,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.263,-65.05,45.3245,-64.85,2,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.33216667,-64.86666667,45.27616667,-65.05,2,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.28916667,-65.05,45.34,-64.88333333,2,SB,NA,NA,NA,NA,NA,NA,NA
