Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Start.Lat,Start.Lon,End.Lat,End.Lon,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
LB,T02,2026-06-21T22:21:55Z,2026-06-21T23:35:32Z,-64.73657877,45.23771652,-64.56745776,45.29501227,14.97239715,Actual,NA,NA,NA,NA,4,SB,14.97239715,2026-06-21T22:21:55Z,2026-06-21T23:35:32Z,4417,6.589075045518678,2026,2026-06-21
LB,T03,2026-06-21T23:44:38Z,2026-06-22T00:33:55Z,-64.58778673,45.31512976,-64.76088375,45.26777041,14.68521618,Actual,NA,NA,NA,NA,4,SB,14.68521618,2026-06-21T23:44:38Z,2026-06-22T00:33:55Z,2957,9.653605214518498,2026,2026-06-21
LM,T02,2026-06-21T22:02:57Z,2026-06-21T22:54:05Z,-64.71226294,45.2192367,-64.5511396,45.26448624,13.72856378,Actual,NA,NA,NA,NA,4,SB,13.72856378,2026-06-21T22:02:57Z,2026-06-21T22:54:05Z,3068,8.69821754175854,2026,2026-06-21
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.03636667,-65.23333333,45.21621667,-64.68106667,4,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.04821212,-65.23333333,45.22489394,-64.69415152,4,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.06005758,-65.23333333,45.23357121,-64.70723636,4,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.07190303,-65.23333333,45.24224848,-64.72032121,4,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.08374848,-65.23333333,45.25092576,-64.73340606,4,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.09559394,-65.23333333,45.25960303,-64.74649091,4,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.10743939,-65.23333333,45.2682803,-64.75957576,4,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.11928485,-65.23333333,45.27695758,-64.77266061,4,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.1311303,-65.23333333,45.28563485,-64.78574545,4,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.14297576,-65.23333333,45.29431212,-64.7988303,4,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.15482121,-65.23333333,45.30298939,-64.81191515,4,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.16666667,-65.23333333,45.31166667,-64.825,4,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.25,-65.05,45.31666667,-64.83333333,4,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.26305,-65.05,45.32445,-64.85,4,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.27611667,-65.05,45.33221667,-64.86666667,4,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.28916667,-65.05,45.34,-64.88333333,4,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.22458333,-64.69133333,45.26375,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.23927778,-64.71327778,45.28527778,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.25397222,-64.73522222,45.30680556,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.26866667,-64.75716667,45.32833333,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.03636667,-65.23333333,45.21621667,-64.68106667,4,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.05498095,-65.23333333,45.22985238,-64.70162857,4,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.07359524,-65.23333333,45.2434881,-64.72219048,4,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.09220952,-65.23333333,45.25712381,-64.74275238,4,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.11082381,-65.23333333,45.27075952,-64.76331429,4,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.1294381,-65.23333333,45.28439524,-64.78387619,4,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.14805238,-65.23333333,45.29803095,-64.8044381,4,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.16666667,-65.23333333,45.31166667,-64.825,4,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.25,-65.05,45.31666667,-64.83333333,4,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.26305,-65.05,45.32445,-64.85,4,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.27611667,-65.05,45.33221667,-64.86666667,4,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.28916667,-65.05,45.34,-64.88333333,4,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.22458333,-64.69133333,45.26375,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.23927778,-64.71327778,45.28527778,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.25397222,-64.73522222,45.30680556,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,NA,Plan,45.26866667,-64.75716667,45.32833333,-64.55,4,SB,NA,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,NA,NA,NA,NA,4,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.04821212,-64.69415152,45.22489394,NA,Plan,NA,NA,NA,NA,4,SB,46.68537134700716,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.06005758,-64.70723636,45.23357121,NA,Plan,NA,NA,NA,NA,4,SB,45.59832628397128,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.07190303,-64.72032121,45.24224848,NA,Plan,NA,NA,NA,NA,4,SB,44.51192436774455,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.08374848,-64.73340606,45.25092576,NA,Plan,NA,NA,NA,NA,4,SB,43.426188387639,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.09559394,-64.74649091,45.25960303,NA,Plan,NA,NA,NA,NA,4,SB,42.34114122390342,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.10743939,-64.75957576,45.2682803,NA,Plan,NA,NA,NA,NA,4,SB,41.25681114109821,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.11928485,-64.77266061,45.27695758,NA,Plan,NA,NA,NA,NA,4,SB,40.17322734212023,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.1311303,-64.78574545,45.28563485,NA,Plan,NA,NA,NA,NA,4,SB,39.09042348079405,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.14297576,-64.7988303,45.29431212,NA,Plan,NA,NA,NA,NA,4,SB,38.00843428887037,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.15482121,-64.81191515,45.30298939,NA,Plan,NA,NA,NA,NA,4,SB,36.92730234515364,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,NA,NA,NA,NA,4,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.25,-64.83333333,45.31666667,NA,Plan,NA,NA,NA,NA,4,SB,18.522072044965643,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.26305,-64.85,45.32445,NA,Plan,NA,NA,NA,NA,4,SB,17.088491673272745,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.27611667,-64.86666667,45.33221667,NA,Plan,NA,NA,NA,NA,4,SB,15.653881253174083,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.28916667,-64.88333333,45.34,NA,Plan,NA,NA,NA,NA,4,SB,14.22121072099839,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-64.69133333,45.22458333,-64.55,45.26375,NA,Plan,NA,NA,NA,NA,4,SB,11.904658471060143,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-64.71327778,45.23927778,-64.55,45.28527778,NA,Plan,NA,NA,NA,NA,4,SB,13.780154115879439,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-64.73522222,45.25397222,-64.55,45.30680556,NA,Plan,NA,NA,NA,NA,4,SB,15.654979051649567,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-64.75716667,45.26866667,-64.55,45.32833333,NA,Plan,NA,NA,NA,NA,4,SB,17.52902561099528,NA,NA,NA,NA,NA,NA
