Plant,Date,Method ,Harvest_Site,Boat,bait_%,small_%,med_%,large_%,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,4,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,,9.2,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,,5.8,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,5,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,3.4,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,8,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,,6.6,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,,11.2,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Sealife II,,4,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,2.8,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,3.2,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,7.8,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,10,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,30-Aug-17,1,German Bank,Lady Melissa,,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,3.2,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,5,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,,11.8,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,,14.8,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,12.8,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Sealife II,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,13.8,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,10.6,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,9,,,,,,,,,,,,,,,,,,,
Sea Life,29-Aug-17,1,German Bank,Lady Melissa,,10.6,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,7,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,5,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,3.2,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,2.8,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,5,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,6,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,6.8,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,7,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,3,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,31-Aug-17,1,German Bank,Sealife II,,3.8,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Michael Eileen,3.4,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Michael Eileen,3,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Michael Eileen,3.8,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Michael Eileen,3.6,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,5.6,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,7.2,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,9.6,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,7.4,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,10,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,11,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,9.8,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Sep-17,1,Connors Weir,Cappello,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Melissa,,10.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Melissa,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Melissa,,4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Sealife II,,10.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Sealife II,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Sealife II,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Sealife II,,4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Janice,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Janice,,7.8,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Janice,,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Sep-17,1,German Bank,Lady Janice,,9.8,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,7.8,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,11.2,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,6.8,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Janice,,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Melissa,,7,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Melissa,,9,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Melissa,,4,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Lady Melissa,,6,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Sealife II,,8.8,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Sealife II,,4,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Sealife II,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,German Bank,Sealife II,,3,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,Connors Weir,Michael Eileen,6.2,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,Connors Weir,Michael Eileen,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,Connors Weir,Michael Eileen,6.6,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Sep-17,1,Connors Weir,Michael Eileen,5.8,,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Janice,,4.6,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Janice,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Janice,,5.8,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Janice,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,9,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Lady Melissa,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Sealife II,,8,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Sealife II,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Sealife II,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,12-Sep-17,1,German Bank,Sealife II,,4.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,5,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,,134,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,,4.6,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,14.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Janice,,,4.4,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa,,7,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa,,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa,,5.8,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa,,5,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa/Janice,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa/Janice,3.4,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa/Janice,9.6,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Lady Melissa/Janice,5,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,,2.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,,3.2,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,3.6,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,3.6,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,10.2,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Sep-17,1,German Bank,Sealife II,8.2,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,German Bank,R&K Murphy,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,German Bank,R&K Murphy,,3.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,German Bank,R&K Murphy,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,German Bank,R&K Murphy,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,Connors Weir,Strathburn,,3.4,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,Connors Weir,Strathburn,,5.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,Connors Weir,Strathburn,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,Connors Weir,Strathburn,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,Connors Weir,Strathburn,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,14-Sep-17,1,Connors Weir,Strathburn,,10.8,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,7.4,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,6.8,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,3.4,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,7.6,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,5.6,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,Connors Weir,Strathburn,6.6,,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,German Bank,R&K Murphy,,,5.8,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,German Bank,R&K Murphy,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,German Bank,R&K Murphy,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,15-Sep-17,1,German Bank,R&K Murphy,,4.6,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Sealife II,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Sealife II,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Sealife II,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Sealife II,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Janice,,10.4,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Janice,,,6,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Janice,,5,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Janice,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Melissa,,,7.2,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Melissa,,,9.2,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Melissa,,6.8,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,German Bank,Lady Melissa,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,4.2,,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,10.2,,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,4.4,,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,6,,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,8.6,,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,3.6,,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,18-Sep-17,1,Connors Weir,Andrew Deane,5,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa,11.8,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa,9,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa,7,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa,8,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa/Sealife II,9.6,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa/Sealife II,12.6,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa/Sealife II,6.8,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Melissa/Sealife II,6,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Janice/Sealife II,4.6,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Janice/Sealife II,4.2,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Janice/Sealife II,5.6,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Sep-17,1,Northeast Bank,Lady Janice/Sealife II,11.4,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Sealife II,2.6,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Sealife II,6.4,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Sealife II,5,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Sealife II,8,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Lady Janice,8.2,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Lady Janice,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Lady Janice,7.4,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Sep-17,1,Northeast Bank,Lady Janice,10.6,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Sep-17,1,Northeast Bank,Lady Janice,6.6,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Sep-17,1,Northeast Bank,Lady Janice,7.4,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Sep-17,1,Northeast Bank,Lady Janice,6.2,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Sep-17,1,Northeast Bank,Lady Janice,7.4,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Sep-17,1,Northeast Bank,Lady Melissa,8,,,,,,,,,,,,,,,,,,,,
Sea Life,28-Sep-17,1,Northeast Bank,Lady Melissa,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,29-Sep-17,1,Northeast Bank,Lady Melissa,9,,,,,,,,,,,,,,,,,,,,
Sea Life,30-Sep-17,1,Northeast Bank,Lady Melissa,6.4,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice,10.6,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice,10.4,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice,8.8,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice,7.6,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice/Lady Melissa,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice/Lady Melissa,6.8,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice/Lady Melissa,10,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Lady Janice/Lady Melissa,10.4,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Sealife II,13,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Sealife II,6.4,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Sealife II,8.8,,,,,,,,,,,,,,,,,,,,
Sea Life,06-Oct-17,1,Northeast Bank,Sealife II,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,,3.2,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,12,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,5,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,11.6,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,14.6,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,,4.8,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Sealife II,,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,,12.8,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,,5,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,,9,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,9,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,8,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,7,,,,,,,,,,,,,,,,,,,
Sea Life,07-Oct-17,1,German Bank,Lady Melissa,,10.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Sealife II,12,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Sealife II,8.4,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Sealife II,12.8,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Sealife II,10,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Lady Janice,5.8,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Lady Janice,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Lady Janice,10.4,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Lady Janice,6,,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,German Bank,Lady Melissa,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Lady Melissa,,11.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Lady Melissa,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Oct-17,1,Grand Manan,Lady Melissa,,7.2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
