Plant,Method ,Date,Vessel,Lat,Lon,Ground,Fat,FishLength(cm),FishWeight(g)
Sea Life,1,04-Jun-20,Lady Melissa,43.35,-66.36,Gannet Dry Ledge,15.2,25.86,124
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,12.6,25.4,119
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,12.6,25.4,131
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,14.8,25.4,119
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,14.8,25.4,125
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,13.6,25.4,124
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,13.6,25.4,123
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,15,22.86,108
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,15,22.86,106
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,11.8,25.4,125
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,11.8,25.4,120
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,12.4,25.4,121
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,12.4,25.4,135
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,12.6,22.86,104
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,12.6,22.86,104
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,9.8,22.86,114
Sea Life,1,08-Jun-20,Lady Melissa,43.36,-66.53,Gannet Dry Ledge,9.8,25.4,150
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,14.6,25.4,128
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,14.6,25.4,126
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,13,25.4,128
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,13,25.4,121
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,12,22.86,107
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,12,22.86,112
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,12.6,25.4,154
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,12.6,25.4,140
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,10.2,25.4,120
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,10.2,25.4,123
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,14.8,25.4,140
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,14.8,25.4,140
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,12.8,25.4,164
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,12.8,27.94,181
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,15,25.4,152
Sea Life,1,10-Jun-20,Lady Melissa,43.37,-66.55,Gannet Dry Ledge,15,25.4,122
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,10.6,22.86,99
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,10.6,22.86,95
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,12.4,22.86,92
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,12.4,22.86,93
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,11,22.86,99
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,11,22.86,89
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,12,22.86,91
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,12,22.86,95
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,13.4,22.86,112
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,13.4,22.86,102
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,15.2,25.4,119
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,15.2,25.4,122
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,9.4,22.86,94
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,9.4,22.86,93
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,11.4,22.86,88
Sea Life,1,10-Jun-20,Sealife II,43.37,-66.55,Gannet Dry Ledge,11.4,22.86,87
Sea Life,1,15-Jun-20,Lady Janice,45.16,-64.52,Scots Bay,7.8,30.48,236
Sea Life,1,15-Jun-20,Lady Janice,45.16,-64.52,Scots Bay,6.8,33.02,285
Sea Life,1,15-Jun-20,Lady Janice,45.16,-64.52,Scots Bay,10.6,30.48,238
Sea Life,1,15-Jun-20,Lady Janice,45.16,-64.52,Scots Bay,6,27.94,192
Sea Life,1,15-Jun-20,Lady Melissa,45.16,-64.52,Scots Bay,11.6,30.48,253
Sea Life,1,15-Jun-20,Lady Melissa,45.16,-64.52,Scots Bay,6.4,27.94,228
Sea Life,1,15-Jun-20,Lady Melissa,45.16,-64.52,Scots Bay,12,30.48,260
Sea Life,1,15-Jun-20,Lady Melissa,45.16,-64.52,Scots Bay,7,27.94,196
Sea Life,1,16-Jun-20,Lady Janice,45.16,-64.56,Scots Bay,13.4,30.48,279
Sea Life,1,16-Jun-20,Lady Janice,45.16,-64.56,Scots Bay,14.2,27.94,202
Sea Life,1,16-Jun-20,Lady Janice,45.16,-64.56,Scots Bay,11,27.94,213
Sea Life,1,16-Jun-20,Lady Janice,45.16,-64.56,Scots Bay,12.2,27.94,193
Sea Life,1,16-Jun-20,Sealife II,45.16,-64.56,Scots Bay,11.4,27.94,232
Sea Life,1,16-Jun-20,Sealife II,45.16,-64.56,Scots Bay,4.2,30.48,226
Sea Life,1,16-Jun-20,Sealife II,45.16,-64.56,Scots Bay,14.4,30.48,231
Sea Life,1,16-Jun-20,Sealife II,45.16,-64.56,Scots Bay,8.8,30.48,251
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,20,25.5,177
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,19.6,26.67,159
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,18,25.4,172
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,18,24.13,159
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,21.8,27.94,271
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,15.2,22.86,125
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,15.2,22.86,127
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,21.8,25.4,210
Sea Life,1,25-Jun-20,Sealife II,43.08,-66.02,SW Grounds,17,24.13,172
Sea Life,1,26-Jun-20,Lady Janice,43.08,-66.02,SW Grounds,17.4,27.94,193
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,11.8,25.4,135
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,11.8,25.4,129
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,11.8,20.32,96
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,11.8,22.86,93
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,12.4,22.86,118
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,12.4,22.86,107
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,17.8,25.4,141
Sea Life,1,26-Jun-20,Lady Janice,43.09,-66.06,SW Grounds,17.8,22.86,126
Sea Life,1,26-Jun-20,Lady Melissa,43.08,-66.02,SW Grounds,18.4,22.86,139
Sea Life,1,26-Jun-20,Lady Melissa,43.08,-66.02,SW Grounds,18.4,22.86,146
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,15.2,22.86,132
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,15.2,22.86,114
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,18.4,22.86,128
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,18.4,22.86,154
Sea Life,1,26-Jun-20,Lady Melissa,43.08,-66.02,SW Grounds,18.6,24.13,158
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,15.4,27.94,195
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,15,27.94,176
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,15.6,27.94,201
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,17.2,22.86,129
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,17.2,22.86,120
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,17.2,27.94,133
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,17.2,25.4,144
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,15.4,27.94,182
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,17.6,22.86,128
Sea Life,1,26-Jun-20,Lady Melissa,43.09,-66.06,SW Grounds,17.6,22.86,108
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,15.4,27.94,206
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,13,27.94,169
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,16.8,27.94,102
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,18.4,27.94,187
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,15,25.4,128
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,15,25.4,129
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,13.2,25.4,125
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,13.2,25.4,116
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,14.6,25.4,157
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,14.6,25.4,136
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,15.6,25.4,123
Sea Life,1,26-Jun-20,Sealife II,43.09,-66.06,SW Grounds,15.6,25.4,123
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,20.6,27.94,181
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,20.6,25.4,174
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,20,27.94,192
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,20,25.4,174
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,20.4,25.4,173
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,20.4,25.4,181
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,22.2,27.94,181
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,22.2,27.94,206
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,12.2,22.86,100
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,12.2,22.86,105
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,14.2,22.86,105
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,14.2,22.86,103
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,15.6,25.4,119
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,15.6,25.4,129
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,15,25.4,121
Sea Life,1,29-Jun-20,Lady Melissa,43.05,-66.02,SW Grounds,15,22.86,114
Sea Life,1,29-Jun-20,Sealife II,43.05,-66.02,SW Grounds,22.4,27.94,183
Sea Life,1,29-Jun-20,Sealife II,43.05,-66.02,SW Grounds,21,27.94,197
Sea Life,1,29-Jun-20,Sealife II,43.05,-66.02,SW Grounds,22,27.94,200
Sea Life,1,29-Jun-20,Sealife II,43.05,-66.02,SW Grounds,19.8,27.94,189
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,22,27.94,167
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,22,27.94,177
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,13.2,25.4,141
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,13.2,25.4,125
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,18.8,25.4,141
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,18.8,22.86,121
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,15.2,25.4,136
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,15.2,25.4,126
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,12.4,22.86,97
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,12.4,22.86,112
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,14,25.4,120
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,14,25.4,120
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,17.8,22.86,107
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,17.8,22.86,103
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,14.6,25.4,132
Sea Life,1,30-Jun-20,Lady Janice,43.04,-66.01,SW Grounds,14.6,25.4,126
Sea Life,1,30-Jun-20,Lady Melissa,43.04,-66.01,SW Grounds,21.8,24.13,169
Sea Life,1,30-Jun-20,Lady Melissa,43.04,-66.01,SW Grounds,17.8,25.4,179
Sea Life,1,30-Jun-20,Lady Melissa,43.04,-66.01,SW Grounds,22.2,24.13,178
Sea Life,1,30-Jun-20,Lady Melissa,43.04,-66.01,SW Grounds,9,24.13,181
Sea Life,1,30-Jun-20,Sealife II,43.04,-66.01,SW Grounds,15.4,22.86,122
Sea Life,1,30-Jun-20,Sealife II,43.04,-66.01,SW Grounds,15.4,22.86,128
Sea Life,1,30-Jun-20,Sealife II,43.04,-66.01,SW Grounds,15.6,25.4,123
Sea Life,1,30-Jun-20,Sealife II,43.04,-66.01,SW Grounds,15.6,25.4,121
Sea Life,1,30-Jun-20,Sealife II,43.04,-66.01,SW Grounds,17.4,25.4,135
Sea Life,1,30-Jun-20,Sealife II,43.04,-66.01,SW Grounds,17.4,25.4,142
Sea Life,1,30-Jun-20,Sealife II,43.04,-66.01,SW Grounds,21.4,27.94,185
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,17,27.94,165
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,17,25.4,174
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,21,27.94,187
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,21,27.94,187
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,17.2,25.4,132
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,17.2,25.4,136
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,19.6,27.94,200
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.8,22.86,123
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.8,22.86,130
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.8,22.86,120
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.8,22.86,132
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.2,22.86,128
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.2,22.86,124
Sea Life,1,02-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.6,22.86,120
Sea Life,1,02-Jul-20,Lady Melissa,43.06,-66.03,SW Grounds,19.6,25.4,187
Sea Life,1,02-Jul-20,Lady Melissa,43.06,-66.03,SW Grounds,19,27.94,208
Sea Life,1,02-Jul-20,Lady Melissa,43.06,-66.03,SW Grounds,18.4,27.94,163
Sea Life,1,02-Jul-20,Lady Melissa,43.06,-66.03,SW Grounds,18.4,27.94,174
Sea Life,1,02-Jul-20,Lady Melissa,43.06,-66.03,SW Grounds,18.6,27.94,198
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,21,27.94,183
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,21,25.4,174
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,18.4,25.4,156
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,18.4,25.4,152
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,17.6,27.94,186
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,17.6,25.4,183
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,19.2,25.4,154
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,19.2,22.86,130
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,11.6,25.4,160
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,11.6,27.94,162
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,19,25.4,139
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,19,25.4,135
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,19.2,22.86,124
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,19.2,22.86,138
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,16.8,22.86,132
Sea Life,1,02-Jul-20,Sealife II,43.06,-66.03,SW Grounds,16.8,22.86,123
Sea Life,1,03-Jul-20,Lady Janice,43.06,-66.03,SW Grounds,16.6,22.86,126
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,19.6,25.4,187
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,19.6,27.94,200
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,19.2,25.4,174
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,19.2,25.4,191
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,17.4,27.94,190
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,17.4,29.94,168
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,15,22.86,136
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,15,25.4,143
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,19.6,25.4,162
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,19.6,25.4,140
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,16.4,22.86,123
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,16.4,25.4,129
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,17,25.4,127
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,17,25.4,138
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,12.2,22.86,114
Sea Life,1,03-Jul-20,Sealife II,43.09,-66.04,SW Grounds,12.2,22.86,123
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,20.2,25.4,173
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,20.2,25.4,175
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,21,27.94,215
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,21,27.94,216
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,21.4,25.4,175
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,21.4,25.4,182
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,20,25.4,161
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,20,25.4,163
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,13.2,25.4,138
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,13.2,25.4,126
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,18.2,25.4,133
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,18.2,25.4,144
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,13.6,25.4,123
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,13.6,25.4,138
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,15.2,25.4,130
Sea Life,1,06-Jul-20,Lady Janice,43.09,-66.07,SW Grounds,15.2,25.4,135
Sea Life,1,06-Jul-20,Sealife II,43.09,-66.07,SW Grounds,23,27.94,201
Sea Life,1,06-Jul-20,Sealife II,43.09,-66.07,SW Grounds,23.2,27.94,188
Sea Life,1,06-Jul-20,Sealife II,43.09,-66.07,SW Grounds,23.2,27.94,175
Sea Life,1,06-Jul-20,Sealife II,43.09,-66.07,SW Grounds,20.4,25.4,158
Sea Life,1,06-Jul-20,Sealife II,43.09,-66.07,SW Grounds,20.4,27.94,169
Sea Life,1,06-Jul-20,Sealife II,43.09,-66.07,SW Grounds,21,30.48,222
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,15.8,22.86,135
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,15.8,22.86,130
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,11.6,22.86,123
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,11.6,22.86,116
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,14.6,22.86,124
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,14.6,22.86,100
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,16.8,25.4,140
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,16.8,25.4,154
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,19.6,25.4,163
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,19.6,25.4,172
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,18.8,27.94,201
Sea Life,1,07-Jul-20,Lady Janice,43.2,-66.18,SW Grounds,18.8,27.94,193
