Ground,Vessel,Type,Filets,Size,Average,Month,Day,Year,Time,Date
Scots,Leroy & Barry,Fillet,15-22,NA,4.4875,9,4,2018,15:37,2018-9-4
Scots,Leroy & Barry,Fillet,15-22,NA,3.8625,9,4,2018,15:38,2018-9-4
Scots,Leroy & Barry,Fillet,15-22,NA,4.2375,9,4,2018,15:39,2018-9-4
Scots,Leroy & Barry,Fillet,15-22,NA,4.175,9,4,2018,15:40,2018-9-4
Scots,Leroy & Barry,Fillet,15-22,NA,3.6875,9,4,2018,15:41,2018-9-4
Scots,Morning Star,Fillet,15-22,NA,4.05,9,4,2018,20:24,2018-9-4
Scots,Morning Star,Fillet,15-22,NA,4.2375,9,4,2018,20:25,2018-9-4
Scots,Morning Star,Fillet,15-22,NA,5.3,9,4,2018,20:26,2018-9-4
Scots,Morning Star,Fillet,15-22,NA,4.7125,9,4,2018,20:26,2018-9-4
Scots,Morning Star,Fillet,15-22,NA,3.1,9,4,2018,20:27,2018-9-4
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,7.425,9,5,2018,9:25,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.6,9,5,2018,9:26,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,7.2875,9,5,2018,9:26,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.8125,9,5,2018,9:27,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.5125,9,5,2018,9:28,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,6.775,9,5,2018,16:05,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.2375,9,5,2018,16:06,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,7.9,9,5,2018,16:07,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.5375,9,5,2018,16:07,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,6.7,9,5,2018,16:08,2018-9-5
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,5.5,9,6,2018,7:16,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,5,9,6,2018,7:16,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.1375,9,6,2018,7:17,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,4.6125,9,6,2018,7:17,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,7.2,9,6,2018,7:18,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.325,9,6,2018,7:55,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,8.8125,9,6,2018,7:56,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,9.3125,9,6,2018,7:57,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,5.0125,9,6,2018,7:57,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,10.85,9,6,2018,7:58,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,7.2375,9,6,2018,8:29,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,2.7875,9,6,2018,8:29,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,2.675,9,6,2018,8:30,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,2.1625,9,6,2018,8:31,2018-9-6
SW of Seal Island,Leroy & Barry,Fillet,15-22,NA,2.6375,9,6,2018,8:31,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,3.9625,9,6,2018,12:40,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,5.9125,9,6,2018,12:41,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,4.925,9,6,2018,12:41,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,7,9,6,2018,12:42,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,4.9125,9,6,2018,12:43,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,5.85,9,6,2018,18:48,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,5.125,9,6,2018,18:49,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,5.15,9,6,2018,18:50,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,5.6875,9,6,2018,18:50,2018-9-6
SW of Seal Island,Morning Star,Fillet,15-22,NA,5.95,9,6,2018,18:51,2018-9-6
German Bank,Morning Star,Fillet,15-22,NA,4.4125,9,12,2018,12:42,2018-9-12
German Bank,Morning Star,Fillet,15-22,NA,3.65,9,12,2018,12:43,2018-9-12
German Bank,Morning Star,Fillet,15-22,NA,5.3375,9,12,2018,12:44,2018-9-12
German Bank,Morning Star,Fillet,15-22,NA,4.4375,9,12,2018,12:47,2018-9-12
German Bank,Morning Star,Fillet,15-22,NA,5.075,9,12,2018,12:49,2018-9-12
German Bank,Leroy & Barry,Fillet,15-22,NA,5.275,9,14,2018,10:36,2018-9-14
German Bank,Leroy & Barry,Fillet,15-22,NA,4.725,9,14,2018,10:37,2018-9-14
German Bank,Leroy & Barry,Fillet,15-22,NA,5.675,9,14,2018,10:37,2018-9-14
German Bank,Leroy & Barry,Fillet,15-22,NA,4.4625,9,14,2018,10:38,2018-9-14
German Bank,Leroy & Barry,Fillet,15-22,NA,4.7875,9,14,2018,10:39,2018-9-14
German Bank,Morning Star,Fillet,15-22,NA,4.9875,9,14,2018,11:24,2018-9-14
German Bank,Morning Star,Fillet,15-22,NA,4.75,9,14,2018,11:25,2018-9-14
German Bank,Morning Star,Fillet,15-22,NA,4.8375,9,14,2018,11:26,2018-9-14
German Bank,Morning Star,Fillet,15-22,NA,4.7,9,14,2018,11:26,2018-9-14
German Bank,Morning Star,Fillet,15-22,NA,4.9625,9,14,2018,11:27,2018-9-14
German Bank,Leroy & Barry,Fillet,15-22,NA,3.225,9,18,2018,8:33,2018-9-18
German Bank,Leroy & Barry,Fillet,15-22,NA,5.075,9,18,2018,8:35,2018-9-18
German Bank,Leroy & Barry,Fillet,15-22,NA,3.5625,9,18,2018,8:36,2018-9-18
German Bank,Leroy & Barry,Fillet,15-22,NA,5.3125,9,18,2018,8:36,2018-9-18
German Bank,Leroy & Barry,Fillet,15-22,NA,4.9375,9,18,2018,8:37,2018-9-18
German Bank,Morning Star,Fillet,15-22,NA,4.1875,9,18,2018,13:13,2018-9-18
German Bank,Morning Star,Fillet,15-22,NA,4.6625,9,18,2018,13:14,2018-9-18
German Bank,Morning Star,Fillet,15-22,NA,4.425,9,18,2018,13:14,2018-9-18
German Bank,Morning Star,Fillet,15-22,NA,3.9875,9,18,2018,13:15,2018-9-18
German Bank,Morning Star,Fillet,15-22,NA,5.1625,9,18,2018,13:16,2018-9-18
West of Seal Island,Leroy & Barry,Fillet,15-22,NA,5.8625,9,19,2018,10:57,2018-9-19
West of Seal Island,Leroy & Barry,Fillet,15-22,NA,3.35,9,19,2018,10:58,2018-9-19
West of Seal Island,Leroy & Barry,Fillet,15-22,NA,3.775,9,19,2018,10:59,2018-9-19
West of Seal Island,Leroy & Barry,Fillet,15-22,NA,4.3625,9,19,2018,10:59,2018-9-19
West of Seal Island,Leroy & Barry,Fillet,15-22,NA,4.65,9,19,2018,11:00,2018-9-19
West of Seal Island,Morning Star,Fillet,15-22,NA,3.4875,9,19,2018,15:37,2018-9-19
West of Seal Island,Morning Star,Fillet,15-22,NA,2.725,9,19,2018,15:38,2018-9-19
West of Seal Island,Morning Star,Fillet,15-22,NA,4.4875,9,19,2018,15:38,2018-9-19
West of Seal Island,Morning Star,Fillet,15-22,NA,3.6625,9,19,2018,15:48,2018-9-19
West of Seal Island,Morning Star,Fillet,15-22,NA,5.425,9,19,2018,15:48,2018-9-19
German Bank,Leroy & Barry,Fillet,15-22,NA,3.4375,9,21,2018,11:16,2018-9-21
German Bank,Leroy & Barry,Fillet,15-22,NA,5.525,9,21,2018,11:17,2018-9-21
German Bank,Leroy & Barry,Fillet,15-22,NA,5.175,9,21,2018,11:17,2018-9-21
German Bank,Leroy & Barry,Fillet,15-22,NA,5.4625,9,21,2018,11:18,2018-9-21
German Bank,Leroy & Barry,Fillet,15-22,NA,4.325,9,21,2018,11:19,2018-9-21
German Bank,Morning Star,Fillet,15-22,NA,4.25,9,21,2018,16:42,2018-9-21
German Bank,Morning Star,Fillet,15-22,NA,4.7,9,21,2018,16:43,2018-9-21
German Bank,Morning Star,Fillet,15-22,NA,3.8625,9,21,2018,16:45,2018-9-21
German Bank,Morning Star,Fillet,15-22,NA,3.625,9,21,2018,16:46,2018-9-21
German Bank,Morning Star,Fillet,15-22,NA,3.05,9,21,2018,16:47,2018-9-21
German Bank,Leroy & Barry,Fillet,15-22,NA,5.0625,9,24,2018,15:17,2018-9-24
German Bank,Leroy & Barry,Fillet,15-22,NA,4.75,9,24,2018,15:18,2018-9-24
German Bank,Leroy & Barry,Fillet,15-22,NA,3.4625,9,24,2018,15:19,2018-9-24
German Bank,Leroy & Barry,Fillet,15-22,NA,4.0375,9,24,2018,15:19,2018-9-24
German Bank,Leroy & Barry,Fillet,15-22,NA,5.175,9,24,2018,15:20,2018-9-24
German Bank,Morning Star,Fillet,15-22,NA,4,9,24,2018,15:23,2018-9-24
German Bank,Morning Star,Fillet,15-22,NA,4.3375,9,24,2018,15:24,2018-9-24
German Bank,Morning Star,Fillet,15-22,NA,4.675,9,24,2018,15:25,2018-9-24
German Bank,Morning Star,Fillet,15-22,NA,3.7125,9,24,2018,15:26,2018-9-24
German Bank,Morning Star,Fillet,15-22,NA,3.1625,9,24,2018,15:26,2018-9-24
German Bank,Morning Star,Fillet,15-22,NA,3.875,9,25,2018,14:24,2018-9-25
German Bank,Morning Star,Fillet,15-22,NA,3.4875,9,25,2018,14:25,2018-9-25
German Bank,Morning Star,Fillet,15-22,NA,3.2625,9,25,2018,14:26,2018-9-25
German Bank,Morning Star,Fillet,15-22,NA,3.4375,9,25,2018,14:27,2018-9-25
German Bank,Morning Star,Fillet,15-22,NA,3.1125,9,25,2018,14:28,2018-9-25
German Bank,Leroy & Barry,Fillet,15-22,NA,3.0125,9,25,2018,16:15,2018-9-25
German Bank,Leroy & Barry,Fillet,15-22,NA,2.775,9,25,2018,16:16,2018-9-25
German Bank,Leroy & Barry,Fillet,15-22,NA,4.1625,9,25,2018,16:17,2018-9-25
German Bank,Leroy & Barry,Fillet,15-22,NA,2.4375,9,25,2018,16:18,2018-9-25
German Bank,Leroy & Barry,Fillet,15-22,NA,5.65,9,25,2018,16:20,2018-9-25
German Bank,Leroy & Barry,Fillet,15-22,NA,3.925,9,28,2018,9:18,2018-9-28
German Bank,Leroy & Barry,Fillet,15-22,NA,4.5625,9,28,2018,9:18,2018-9-28
German Bank,Leroy & Barry,Fillet,15-22,NA,4.7,9,28,2018,9:19,2018-9-28
German Bank,Leroy & Barry,Fillet,15-22,NA,6.825,9,28,2018,9:20,2018-9-28
German Bank,Leroy & Barry,Fillet,15-22,NA,4.225,9,28,2018,9:20,2018-9-28
German Bank,Morning Star,Fillet,15-22,NA,3.025,9,28,2018,16:55,2018-9-28
German Bank,Morning Star,Fillet,15-22,NA,4.8125,9,28,2018,16:56,2018-9-28
German Bank,Morning Star,Fillet,15-22,NA,2.575,9,28,2018,16:56,2018-9-28
German Bank,Morning Star,Fillet,15-22,NA,3.6,9,28,2018,16:58,2018-9-28
German Bank,Morning Star,Fillet,15-22,NA,6.5125,9,28,2018,16:58,2018-9-28
German Bank,Leroy & Barry,Fillet,15-22,NA,5.4625,10,1,2018,8:48,2018-10-1
German Bank,Leroy & Barry,Fillet,15-22,NA,4.6125,10,1,2018,8:50,2018-10-1
German Bank,Leroy & Barry,Fillet,15-22,NA,4.9625,10,1,2018,8:51,2018-10-1
German Bank,Leroy & Barry,Fillet,15-22,NA,5.7875,10,1,2018,8:52,2018-10-1
German Bank,Leroy & Barry,Fillet,15-22,NA,5.2375,10,1,2018,8:53,2018-10-1
German Bank,Morning Star,Fillet,15-22,NA,5.3,10,1,2018,14:02,2018-10-1
German Bank,Morning Star,Fillet,15-22,NA,4.5,10,1,2018,14:03,2018-10-1
German Bank,Morning Star,Fillet,15-22,NA,6.1375,10,1,2018,14:04,2018-10-1
German Bank,Morning Star,Fillet,15-22,NA,4.1375,10,1,2018,14:05,2018-10-1
German Bank,Morning Star,Fillet,15-22,NA,4.675,10,1,2018,14:06,2018-10-1
German Bank,Leroy & Barry,Fillet,15-22,NA,3.975,10,2,2018,10:31,2018-10-2
German Bank,Leroy & Barry,Fillet,15-22,NA,3.4125,10,2,2018,10:32,2018-10-2
German Bank,Leroy & Barry,Fillet,15-22,NA,4.65,10,2,2018,10:32,2018-10-2
German Bank,Leroy & Barry,Fillet,15-22,NA,3.125,10,2,2018,10:33,2018-10-2
German Bank,Leroy & Barry,Fillet,15-22,NA,3.6625,10,2,2018,10:34,2018-10-2
German Bank,Leroy & Barry,Fillet,16-Oct,NA,7.125,10,2,2018,15:57,2018-10-2
German Bank,Leroy & Barry,Fillet,16-Oct,NA,3.525,10,2,2018,15:57,2018-10-2
German Bank,Leroy & Barry,Fillet,16-Oct,NA,3.85,10,2,2018,15:58,2018-10-2
German Bank,Leroy & Barry,Fillet,16-Oct,NA,3.2375,10,2,2018,15:59,2018-10-2
German Bank,Leroy & Barry,Fillet,16-Oct,NA,7.175,10,2,2018,16:00,2018-10-2
German Bank,Morning Star,Fillet,15-22,NA,5.575,10,4,2018,9:12,2018-10-4
German Bank,Morning Star,Fillet,15-22,NA,5.1625,10,4,2018,9:13,2018-10-4
German Bank,Morning Star,Fillet,15-22,NA,4.225,10,4,2018,9:14,2018-10-4
German Bank,Morning Star,Fillet,15-22,NA,3.125,10,4,2018,9:14,2018-10-4
German Bank,Morning Star,Fillet,15-22,NA,4.0875,10,4,2018,9:15,2018-10-4
German Bank,Leroy & Barry,Fillet,15-22,NA,5.2,10,5,2018,10:25,2018-10-5
German Bank,Leroy & Barry,Fillet,15-22,NA,3.075,10,5,2018,10:25,2018-10-5
German Bank,Leroy & Barry,Fillet,15-22,NA,4.3875,10,5,2018,10:26,2018-10-5
German Bank,Leroy & Barry,Fillet,15-22,NA,4.0125,10,5,2018,10:27,2018-10-5
German Bank,Leroy & Barry,Fillet,15-22,NA,4,10,5,2018,10:28,2018-10-5
German Bank,Morning Star,Fillet,15-22,NA,5.75,10,5,2018,11:36,2018-10-5
German Bank,Morning Star,Fillet,15-22,NA,2.25,10,5,2018,11:37,2018-10-5
German Bank,Morning Star,Fillet,15-22,NA,4.9125,10,5,2018,11:38,2018-10-5
German Bank,Morning Star,Fillet,15-22,NA,3.2875,10,5,2018,11:38,2018-10-5
German Bank,Morning Star,Fillet,15-22,NA,4.075,10,5,2018,11:39,2018-10-5
German Bank,Tasha Marie,Fillet,15-22,NA,5.6625,10,9,2018,9:34,2018-10-9
German Bank,Tasha Marie,Fillet,15-22,NA,4.8375,10,9,2018,9:35,2018-10-9
German Bank,Tasha Marie,Fillet,15-22,NA,5.125,10,9,2018,9:36,2018-10-9
German Bank,Tasha Marie,Fillet,15-22,NA,7.15,10,9,2018,9:37,2018-10-9
German Bank,Tasha Marie,Fillet,15-22,NA,4.0375,10,9,2018,9:37,2018-10-9
German Bank,Tasha Marie,Fillet,15-22,NA,6.0375,10,11,2018,10:58,2018-10-11
German Bank,Tasha Marie,Fillet,15-22,NA,3.775,10,11,2018,10:59,2018-10-11
German Bank,Tasha Marie,Fillet,15-22,NA,7.275,10,11,2018,10:59,2018-10-11
German Bank,Tasha Marie,Fillet,15-22,NA,4.025,10,11,2018,11:00,2018-10-11
German Bank,Tasha Marie,Fillet,15-22,NA,5.225,10,11,2018,11:01,2018-10-11
