Ground,Vessel,Type,Filets,Size,Average,Month,Day,Year,Time,Date
German Bank,Leroy and Barry,Fillet,18:24,NA,5.3875,9,11,2017,7:12,2017-9-11
German Bank,Leroy and Barry,Fillet,18:24,NA,4.775,9,11,2017,7:13,2017-9-11
German Bank,Leroy and Barry,Fillet,10:20,NA,7.2625,9,11,2017,10:21,2017-9-11
German Bank,Leroy and Barry,Fillet,10:20,NA,5.4875,9,11,2017,10:22,2017-9-11
German Bank,Leroy and Barry,Fillet,10:20,NA,5.55,9,11,2017,10:22,2017-9-11
German Bank,Leroy and Barry,Fillet,10:20,NA,7.1875,9,11,2017,10:23,2017-9-11
German Bank,Leroy and Barry,Fillet,10:20,NA,7.0125,9,11,2017,10:24,2017-9-11
German Bank,Morning Star,Fillet,18:24,NA,4.8375,9,11,2017,14:02,2017-9-11
German Bank,Morning Star,Fillet,18:24,NA,5.7875,9,11,2017,14:03,2017-9-11
German Bank,Morning Star,Fillet,18:24,NA,5.8875,9,11,2017,14:05,2017-9-11
German Bank,Morning Star,Fillet,18:24,NA,5.4625,9,11,2017,14:06,2017-9-11
German Bank,Morning Star,Fillet,18:24,NA,6.225,9,11,2017,14:07,2017-9-11
German Bank,Leroy and Barry,Fillet,10:20,NA,5.625,9,12,2017,7:03,2017-9-12
German Bank,Leroy and Barry,Fillet,10:20,NA,4.8375,9,12,2017,7:04,2017-9-12
German Bank,Leroy and Barry,Fillet,10:20,NA,5.4625,9,12,2017,7:04,2017-9-12
German Bank,Leroy and Barry,Fillet,10:20,NA,3.0375,9,12,2017,7:05,2017-9-12
German Bank,Leroy and Barry,Fillet,10:20,NA,6.4,9,12,2017,7:06,2017-9-12
German Bank,Morning Star,Fillet,10:20,NA,5.175,9,12,2017,15:31,2017-9-12
German Bank,Morning Star,Fillet,10:20,NA,3.7375,9,12,2017,15:36,2017-9-12
German Bank,Morning Star,Fillet,10:20,NA,6.2125,9,12,2017,15:37,2017-9-12
German Bank,Morning Star,Fillet,10:20,NA,3.7,9,12,2017,15:38,2017-9-12
German Bank,Morning Star,Fillet,10:20,NA,5.825,9,12,2017,15:39,2017-9-12
German Bank,Leroy and Barry,Fillet,18:24,NA,4.55,9,13,2017,6:59,2017-9-13
German Bank,Leroy and Barry,Fillet,18:24,NA,3.825,9,13,2017,7:00,2017-9-13
German Bank,Leroy and Barry,Fillet,18:24,NA,5.3,9,13,2017,7:01,2017-9-13
German Bank,Leroy and Barry,Fillet,18:24,NA,6.1625,9,13,2017,7:02,2017-9-13
German Bank,Leroy and Barry,Fillet,18:24,NA,5.225,9,13,2017,7:03,2017-9-13
German Bank,Morning Star,Fillet,18:24,NA,3.6875,9,14,2017,7:00,2017-9-14
German Bank,Morning Star,Fillet,18:24,NA,6.0375,9,14,2017,7:01,2017-9-14
German Bank,Morning Star,Fillet,18:24,NA,3.2125,9,14,2017,7:02,2017-9-14
German Bank,Morning Star,Fillet,18:24,NA,6.125,9,14,2017,7:03,2017-9-14
German Bank,Morning Star,Fillet,18:24,NA,2.8625,9,14,2017,7:04,2017-9-14
German Bank,Leroy and Barry,Fillet,18:24,NA,4.2875,9,18,2017,8:55,2017-9-18
German Bank,Leroy and Barry,Fillet,18:24,NA,6.7875,9,18,2017,8:56,2017-9-18
German Bank,Leroy and Barry,Fillet,18:24,NA,4.4,9,18,2017,8:57,2017-9-18
German Bank,Leroy and Barry,Fillet,18:24,NA,8.975,9,18,2017,8:57,2017-9-18
German Bank,Leroy and Barry,Fillet,18:24,NA,6.375,9,18,2017,8:58,2017-9-18
German Bank,Morning Star,Fillet,15:22,NA,6.3125,9,19,2017,7:03,2017-9-19
German Bank,Morning Star,Fillet,15:22,NA,4.85,9,19,2017,7:04,2017-9-19
German Bank,Morning Star,Fillet,15:22,NA,4.25,9,19,2017,7:05,2017-9-19
German Bank,Morning Star,Fillet,15:22,NA,6.3375,9,19,2017,7:05,2017-9-19
German Bank,Morning Star,Fillet,15:22,NA,4.5875,9,19,2017,7:06,2017-9-19
Scotts Bay,Morning Star,Fillet,10:20,NA,6.4625,9,24,2017,14:04,2017-9-24
Scotts Bay,Morning Star,Fillet,10:20,NA,4.3875,9,24,2017,14:25,2017-9-24
Scotts Bay,Morning Star,Fillet,10:20,NA,3.675,9,24,2017,14:26,2017-9-24
Scotts Bay,Morning Star,Fillet,10:20,NA,4.95,9,24,2017,14:26,2017-9-24
Scotts Bay,Morning Star,Fillet,10:20,NA,5.075,9,24,2017,14:27,2017-9-24
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,5.1875,9,24,2017,20:18,2017-9-24
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,5.0625,9,24,2017,20:19,2017-9-24
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,4.3125,9,24,2017,20:20,2017-9-24
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,5.8875,9,24,2017,20:20,2017-9-24
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,4.0375,9,24,2017,20:21,2017-9-24
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,6.0875,9,25,2017,10:29,2017-9-25
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,3.425,9,25,2017,10:30,2017-9-25
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,4.0875,9,25,2017,10:31,2017-9-25
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,2.9875,9,25,2017,10:32,2017-9-25
Scotts Bay,Leroy and Barry,Fillet,18:24,NA,5.025,9,25,2017,10:33,2017-9-25
Scotts Bay,Morning Star,Fillet,10:20,NA,3.7125,9,25,2017,17:41,2017-9-25
Scotts Bay,Morning Star,Fillet,10:20,NA,4.4125,9,25,2017,17:42,2017-9-25
Scotts Bay,Morning Star,Fillet,10:20,NA,3.8375,9,25,2017,17:43,2017-9-25
Scotts Bay,Morning Star,Fillet,10:20,NA,5.4875,9,25,2017,17:43,2017-9-25
Scotts Bay,Morning Star,Fillet,10:20,NA,2.875,9,25,2017,17:44,2017-9-25
Scotts Bay,Morning Star,Fillet,10:20,NA,3.1125,9,26,2017,15:39,2017-9-26
Scotts Bay,Morning Star,Fillet,10:20,NA,3.9,9,26,2017,15:40,2017-9-26
Scotts Bay,Morning Star,Fillet,10:20,NA,3.175,9,26,2017,15:41,2017-9-26
Scotts Bay,Morning Star,Fillet,10:20,NA,2.8125,9,26,2017,15:42,2017-9-26
Scotts Bay,Morning Star,Fillet,10:20,NA,4.525,9,26,2017,15:42,2017-9-26
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,3.45,9,26,2017,17:57,2017-9-26
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,5.2375,9,26,2017,17:57,2017-9-26
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,6.3875,9,26,2017,17:58,2017-9-26
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,3.4,9,26,2017,17:59,2017-9-26
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,2.7375,9,26,2017,18:00,2017-9-26
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,5.425,9,27,2017,10:21,2017-9-27
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,3.65,9,27,2017,10:22,2017-9-27
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,3.3125,9,27,2017,10:23,2017-9-27
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,4.475,9,27,2017,10:24,2017-9-27
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,3.575,9,27,2017,10:24,2017-9-27
Scotts Bay,Morning Star,Fillet,10:20,NA,2.5,9,28,2017,6:55,2017-9-28
Scotts Bay,Morning Star,Fillet,10:20,NA,4.275,9,28,2017,6:56,2017-9-28
Scotts Bay,Morning Star,Fillet,10:20,NA,4.8625,9,28,2017,6:57,2017-9-28
Scotts Bay,Morning Star,Fillet,10:20,NA,2.5625,9,28,2017,6:58,2017-9-28
Scotts Bay,Morning Star,Fillet,10:20,NA,4.8375,9,28,2017,6:59,2017-9-28
Grand Manan,Leroy and Barry,Bait,NA,15.5-20.5,7.5625,10,3,2017,8:52,2017-10-3
Grand Manan,Leroy and Barry,Bait,NA,15.5-20.6,5.175,10,3,2017,8:53,2017-10-3
Grand Manan,Leroy and Barry,Bait,NA,15.5-20.7,5.7,10,3,2017,8:54,2017-10-3
Grand Manan,Leroy and Barry,Bait,NA,15.5-20.8,6.9625,10,3,2017,8:55,2017-10-3
Grand Manan,Leroy and Barry,Bait,NA,15.5-20.9,4.0625,10,3,2017,8:56,2017-10-3
Grand Manan,Morning Star,Bait,NA,15.5-20.5,3,10,3,2017,15:36,2017-10-3
Grand Manan,Morning Star,Bait,NA,15.5-20.5,6.6375,10,3,2017,15:37,2017-10-3
Grand Manan,Morning Star,Bait,NA,15.5-20.5,4.675,10,3,2017,15:37,2017-10-3
Grand Manan,Morning Star,Bait,NA,15.5-20.5,5.675,10,3,2017,15:38,2017-10-3
Grand Manan,Morning Star,Bait,NA,15.5-20.5,3.625,10,3,2017,15:39,2017-10-3
NE Bank,Leroy and Barry,Bait,NA,23.5-26,4.3,10,4,2017,7:20,2017-10-4
NE Bank,Leroy and Barry,Bait,NA,23.5-26,5.875,10,4,2017,7:21,2017-10-4
NE Bank,Leroy and Barry,Bait,NA,23.5-26,5.5125,10,4,2017,7:22,2017-10-4
NE Bank,Leroy and Barry,Bait,NA,23.5-26,5.525,10,4,2017,7:23,2017-10-4
NE Bank,Leroy and Barry,Bait,NA,23.5-26,5.525,10,4,2017,7:24,2017-10-4
Grand Manan,Morning Star,Bait,NA,21-23,5.4375,10,4,2017,8:03,2017-10-4
Grand Manan,Morning Star,Bait,NA,21-23,8.3375,10,4,2017,8:03,2017-10-4
Grand Manan,Morning Star,Bait,NA,21-23,5.6375,10,4,2017,8:05,2017-10-4
Grand Manan,Morning Star,Bait,NA,21-23,8.2125,10,4,2017,8:05,2017-10-4
Grand Manan,Morning Star,Bait,NA,21-23,5.8,10,4,2017,8:06,2017-10-4
NE Bank,Leroy and Barry,Bait,NA,21-23,8.475,10,6,2017,7:37,2017-10-6
NE Bank,Leroy and Barry,Bait,NA,21-23,5.7375,10,6,2017,7:38,2017-10-6
NE Bank,Leroy and Barry,Bait,NA,21-23,3.9125,10,6,2017,7:38,2017-10-6
NE Bank,Leroy and Barry,Bait,NA,21-23,5.4125,10,6,2017,7:39,2017-10-6
NE Bank,Leroy and Barry,Bait,NA,21-23,7.075,10,6,2017,7:40,2017-10-6
Grand Manan,Morning Star,Bait,NA,15.5-20.5,5.9625,10,7,2017,7:38,2017-10-7
Grand Manan,Morning Star,Bait,NA,15.5-20.5,4.5,10,7,2017,7:39,2017-10-7
Grand Manan,Morning Star,Bait,NA,15.5-20.5,5.975,10,7,2017,7:40,2017-10-7
Grand Manan,Morning Star,Bait,NA,15.5-20.5,3.7625,10,7,2017,7:41,2017-10-7
Grand Manan,Morning Star,Bait,NA,15.5-20.5,7.7,10,7,2017,7:42,2017-10-7
Grand Manan,Morning Star,Bait,NA,15.5-20.5,3.925,10,8,2017,8:01,2017-10-8
Grand Manan,Morning Star,Bait,NA,15.5-20.5,8.875,10,8,2017,8:02,2017-10-8
Grand Manan,Morning Star,Bait,NA,15.5-20.5,4.875,10,8,2017,8:03,2017-10-8
Grand Manan,Morning Star,Bait,NA,15.5-20.5,6.6875,10,8,2017,8:04,2017-10-8
Grand Manan,Morning Star,Bait,NA,15.5-20.5,4.6625,10,8,2017,8:05,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,5.5,10,8,2017,8:07,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,7.2125,10,8,2017,8:08,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,4.5125,10,8,2017,8:09,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,5.925,10,8,2017,8:09,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,5.8125,10,8,2017,8:10,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,5.5875,10,8,2017,9:42,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,5.95,10,8,2017,9:42,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,6.1375,10,8,2017,9:43,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,4.8125,10,8,2017,9:44,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,15.5-20.5,4.65,10,8,2017,9:46,2017-10-8
NE Bank,Leroy and Barry,Bait,NA,21-23,5.55,10,11,2017,7:02,2017-10-11
NE Bank,Leroy and Barry,Bait,NA,21-24,5.0625,10,11,2017,7:03,2017-10-11
NE Bank,Leroy and Barry,Bait,NA,21-25,5.45,10,11,2017,7:04,2017-10-11
NE Bank,Leroy and Barry,Bait,NA,21-26,5.65,10,11,2017,7:04,2017-10-11
NE Bank,Leroy and Barry,Bait,NA,21-27,5.6875,10,11,2017,7:05,2017-10-11
NE Bank,Leroy and Barry,Bait,NA,21-23,9.3625,10,13,2017,6:52,2017-10-13
NE Bank,Leroy and Barry,Bait,NA,21-24,6.5625,10,13,2017,6:53,2017-10-13
NE Bank,Leroy and Barry,Bait,NA,21-25,6.725,10,13,2017,6:55,2017-10-13
NE Bank,Leroy and Barry,Bait,NA,21-26,5.6,10,13,2017,6:55,2017-10-13
NE Bank,Leroy and Barry,Bait,NA,21-27,6.2,10,13,2017,6:56,2017-10-13
NE Bank,Morning Star,Bait,NA,21-28,4.7875,10,13,2017,7:16,2017-10-13
NE Bank,Morning Star,Bait,NA,21-29,5.75,10,13,2017,7:17,2017-10-13
NE Bank,Morning Star,Bait,NA,21-30,5.15,10,13,2017,7:19,2017-10-13
NE Bank,Morning Star,Bait,NA,21-31,5.8875,10,13,2017,7:20,2017-10-13
NE Bank,Morning Star,Bait,NA,21-32,4.8,10,13,2017,7:21,2017-10-13
NE Bank,Leroy and Barry,Bait,NA,21-23,4.6625,10,14,2017,8:14,2017-10-14
NE Bank,Leroy and Barry,Bait,NA,21-24,6.9125,10,14,2017,8:15,2017-10-14
NE Bank,Leroy and Barry,Bait,NA,21-25,6.8625,10,14,2017,8:16,2017-10-14
NE Bank,Leroy and Barry,Bait,NA,21-26,7.1375,10,14,2017,8:17,2017-10-14
NE Bank,Leroy and Barry,Bait,NA,21-27,6.0625,10,14,2017,8:18,2017-10-14
NE Bank,Morning Star,Bait,NA,21-28,6.65,10,14,2017,8:21,2017-10-14
NE Bank,Morning Star,Bait,NA,21-29,6.6375,10,14,2017,8:22,2017-10-14
NE Bank,Morning Star,Bait,NA,21-30,5.0625,10,14,2017,8:22,2017-10-14
NE Bank,Morning Star,Bait,NA,21-31,5.775,10,14,2017,8:23,2017-10-14
NE Bank,Morning Star,Bait,NA,21-32,7.85,10,14,2017,8:24,2017-10-14
Port Mouton,Gillnet,Fillet,10:16,NA,8.9125,10,17,2017,14:41,2017-10-17
Port Mouton,Gillnet,Fillet,10:16,NA,5.7625,10,17,2017,14:42,2017-10-17
Port Mouton,Gillnet,Fillet,10:16,NA,5.6125,10,17,2017,14:43,2017-10-17
Port Mouton,Gillnet,Fillet,10:16,NA,7.0375,10,17,2017,14:44,2017-10-17
Port Mouton,Gillnet,Fillet,10:16,NA,4.95,10,17,2017,14:45,2017-10-17
Port Mouton,Gillnet,Fillet,10:16,NA,8.425,10,19,2017,14:18,2017-10-19
Port Mouton,Gillnet,Fillet,10:16,NA,5.85,10,19,2017,14:19,2017-10-19
Port Mouton,Gillnet,Fillet,10:16,NA,5.95,10,19,2017,14:20,2017-10-19
Port Mouton,Gillnet,Fillet,10:16,NA,5.6625,10,19,2017,14:20,2017-10-19
Port Mouton,Gillnet,Fillet,10:16,NA,8.425,10,19,2017,14:21,2017-10-19
Port Mouton,Gillnet,Fillet,10:16,NA,7.325,10,21,2017,16:18,2017-10-21
Port Mouton,Gillnet,Fillet,10:16,NA,3.85,10,21,2017,16:19,2017-10-21
Port Mouton,Gillnet,Fillet,10:16,NA,5.0875,10,21,2017,16:19,2017-10-21
Port Mouton,Gillnet,Fillet,10:16,NA,6.45,10,21,2017,16:20,2017-10-21
Port Mouton,Gillnet,Fillet,10:16,NA,4.325,10,21,2017,16:21,2017-10-21
Port Mouton,Gillnet,Fillet,10:16,NA,6.8,10,23,2017,14:24,2017-10-23
Port Mouton,Gillnet,Fillet,10:16,NA,6.6375,10,23,2017,14:25,2017-10-23
Port Mouton,Gillnet,Fillet,10:16,NA,6.75,10,23,2017,14:28,2017-10-23
Port Mouton,Gillnet,Fillet,10:16,NA,5.2875,10,23,2017,14:28,2017-10-23
Port Mouton,Gillnet,Fillet,10:16,NA,9.775,10,23,2017,14:29,2017-10-23
Port Mouton,Gillnet,Fillet,10:20,NA,5.35,10,24,2017,12:47,2017-10-24
Port Mouton,Gillnet,Fillet,10:20,NA,5.975,10,24,2017,12:48,2017-10-24
Port Mouton,Gillnet,Fillet,10:20,NA,7.175,10,24,2017,12:49,2017-10-24
Port Mouton,Gillnet,Fillet,10:20,NA,5.1375,10,24,2017,12:49,2017-10-24
Port Mouton,Gillnet,Fillet,10:20,NA,6.6125,10,24,2017,12:50,2017-10-24
Port Mouton,Gillnet,Fillet,10:20,NA,5.95,10,25,2017,14:09,2017-10-25
Port Mouton,Gillnet,Fillet,10:20,NA,3.5,10,25,2017,14:10,2017-10-25
Port Mouton,Gillnet,Fillet,10:20,NA,7.575,10,25,2017,14:11,2017-10-25
Port Mouton,Gillnet,Fillet,10:20,NA,4.525,10,25,2017,14:12,2017-10-25
Port Mouton,Gillnet,Fillet,10:20,NA,4.15,10,25,2017,14:14,2017-10-25
Port Mouton,Gillnet,Bait,NA,23.5-25.5,6.85,10,28,2017,15:06,2017-10-28
Port Mouton,Gillnet,Bait,NA,23.5-25.5,4.9375,10,28,2017,15:07,2017-10-28
Port Mouton,Gillnet,Bait,NA,23.5-25.5,4.4375,10,28,2017,15:07,2017-10-28
Port Mouton,Gillnet,Bait,NA,23.5-25.5,6.9,10,28,2017,15:08,2017-10-28
Port Mouton,Gillnet,Bait,NA,23.5-25.5,7.9625,10,28,2017,15:09,2017-10-28
Port Mouton,Gillnet,Fillet,10:20,NA,6.575,10,30,2017,11:18,2017-10-30
Port Mouton,Gillnet,Fillet,10:20,NA,7.625,10,30,2017,11:19,2017-10-30
Port Mouton,Gillnet,Fillet,10:20,NA,4.475,10,30,2017,11:20,2017-10-30
Port Mouton,Gillnet,Fillet,10:20,NA,4.3125,10,30,2017,11:23,2017-10-30
Port Mouton,Gillnet,Fillet,10:20,NA,6.825,10,30,2017,11:25,2017-10-30
Port Mouton,Gillnet,Fillet,10:20,NA,4.1625,11,1,2017,14:35,2017-11-1
Port Mouton,Gillnet,Fillet,10:20,NA,5.95,11,1,2017,14:35,2017-11-1
Port Mouton,Gillnet,Fillet,10:20,NA,4.6875,11,1,2017,14:36,2017-11-1
Port Mouton,Gillnet,Fillet,10:20,NA,5.6625,11,1,2017,14:37,2017-11-1
Port Mouton,Gillnet,Fillet,10:20,NA,4.9375,11,1,2017,14:38,2017-11-1
Port Mouton,Gillnet,Fillet,10:20,NA,5.8125,11,2,2017,14:50,2017-11-2
Port Mouton,Gillnet,Fillet,10:20,NA,7.625,11,2,2017,14:51,2017-11-2
Port Mouton,Gillnet,Fillet,10:20,NA,5.45,11,2,2017,14:52,2017-11-2
Port Mouton,Gillnet,Fillet,10:20,NA,3.8625,11,2,2017,14:53,2017-11-2
Port Mouton,Gillnet,Fillet,10:20,NA,4.3375,11,2,2017,14:54,2017-11-2
Port Mouton,Gillnet,Fillet,10:20,NA,6.2,11,3,2017,12:46,2017-11-3
Port Mouton,Gillnet,Fillet,10:20,NA,3.8125,11,3,2017,12:48,2017-11-3
Port Mouton,Gillnet,Fillet,10:20,NA,4.8,11,3,2017,12:48,2017-11-3
Port Mouton,Gillnet,Fillet,10:20,NA,6.4125,11,3,2017,12:49,2017-11-3
Port Mouton,Gillnet,Fillet,10:20,NA,5.075,11,3,2017,12:50,2017-11-3
Port Mouton,Gillnet,Bait,NA,23.5-25.5,6.0875,11,14,2017,11:23,2017-11-14
Port Mouton,Gillnet,Bait,NA,23.5-25.5,5,11,14,2017,11:24,2017-11-14
Port Mouton,Gillnet,Bait,NA,23.5-25.5,4.0375,11,14,2017,11:25,2017-11-14
Port Mouton,Gillnet,Bait,NA,23.5-25.5,6.3875,11,14,2017,11:26,2017-11-14
Port Mouton,Gillnet,Bait,NA,23.5-25.5,4.4625,11,14,2017,11:27,2017-11-14
Patch,Morning Star,Fresh Sale,NA,26,9.8875,5,16,2018,9:06,2018-5-16
Patch,Morning Star,Fresh Sale,NA,26,2.825,5,16,2018,10:05,2018-5-16
Patch,Morning Star,Fresh Sale,NA,26,4.0875,5,16,2018,10:05,2018-5-16
Patch,Morning Star,Fresh Sale,NA,26,3.85,5,16,2018,10:06,2018-5-16
Patch,Morning Star,Fresh Sale,NA,26,3.2625,5,16,2018,10:06,2018-5-16
Patch,Morning Star,Fresh Sale,NA,26,3.3125,5,16,2018,10:07,2018-5-16
Patch,Morning Star,Fresh Sale,NA,26,3.9625,5,16,2018,10:08,2018-5-16
Patch,Morning Star,Fresh Sale,NA,27,11.425,5,24,2018,10:30,2018-5-24
Patch,Morning Star,Fresh Sale,NA,27,7.225,5,24,2018,10:33,2018-5-24
Patch,Morning Star,Fresh Sale,NA,27,7.525,5,24,2018,10:33,2018-5-24
Patch,Morning Star,Fresh Sale,NA,27,7.675,5,24,2018,10:34,2018-5-24
Patch,Morning Star,Fresh Sale,NA,27,9.3,5,24,2018,10:35,2018-5-24
Patch,Morning Star,Fresh Sale,NA,27,7.6375,5,24,2018,10:35,2018-5-24
Patch,Morning Star,Fresh Sale,NA,27,8.2625,5,24,2018,10:36,2018-5-24
Patch,Morning Star,Fillet,10.2,NA,10.725,5,28,2018,17:09,2018-5-28
Patch,Morning Star,Fillet,10.2,NA,7.3,5,28,2018,17:10,2018-5-28
Patch,Morning Star,Fillet,10.2,NA,7.75,5,28,2018,17:11,2018-5-28
Patch,Morning Star,Fillet,10.2,NA,9.15,5,28,2018,17:12,2018-5-28
Patch,Morning Star,Fillet,10.2,NA,8.0125,5,28,2018,17:14,2018-5-28
Patch,Morning Star,Fillet,10.2,NA,9.175,5,29,2018,17:35,2018-5-29
Patch,Morning Star,Fillet,10.2,NA,6.9375,5,29,2018,17:36,2018-5-29
Patch,Morning Star,Fillet,10.2,NA,8.3125,5,29,2018,17:37,2018-5-29
Patch,Morning Star,Fillet,10.2,NA,8.975,5,29,2018,17:37,2018-5-29
Patch,Morning Star,Fillet,10.2,NA,7.6125,5,29,2018,17:38,2018-5-29
Patch,Morning Star,Fillet,10.2,NA,17.2,5,31,2018,17:21,2018-5-31
Patch,Morning Star,Fillet,10.2,NA,11.6875,5,31,2018,17:22,2018-5-31
Patch,Morning Star,Fillet,10.2,NA,14.8125,5,31,2018,17:23,2018-5-31
Patch,Morning Star,Fillet,10.2,NA,8.725,5,31,2018,17:23,2018-5-31
Patch,Morning Star,Fillet,10.2,NA,10.7375,5,31,2018,17:24,2018-5-31
Patch,Morning Star,Fillet,10.16,NA,12.55,6,2,2018,15:50,2018-6-2
Patch,Morning Star,Fillet,10.16,NA,9.6875,6,2,2018,15:50,2018-6-2
Patch,Morning Star,Fillet,10.16,NA,11.8375,6,2,2018,15:51,2018-6-2
Patch,Morning Star,Fillet,10.16,NA,12.575,6,2,2018,15:52,2018-6-2
Patch,Morning Star,Fillet,10.16,NA,13.0125,6,2,2018,15:53,2018-6-2
Patch,Morning Star,Fillet,NA,28,10.75,6,7,2018,18:12,2018-6-7
Patch,Morning Star,Fillet,NA,28,10.8875,6,7,2018,18:13,2018-6-7
Patch,Morning Star,Fillet,NA,28,10.5875,6,7,2018,18:14,2018-6-7
Patch,Morning Star,Fillet,NA,28,11.675,6,7,2018,18:14,2018-6-7
Patch,Morning Star,Fillet,NA,28,11.6875,6,7,2018,18:15,2018-6-7
Patch,Morning Star,Fillet,10.16,NA,9.9625,6,8,2018,16:06,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,11.0875,6,8,2018,16:07,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,9.55,6,8,2018,16:36,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,12.55,6,8,2018,16:37,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,11.9125,6,8,2018,16:45,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,11.5625,6,8,2018,16:46,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,10.3625,6,8,2018,16:47,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,12.7375,6,8,2018,16:48,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,11.3625,6,8,2018,16:49,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,12.8375,6,8,2018,16:50,2018-6-8
Patch,Morning Star,Bait,NA,23-30.5,15.5,6,8,2018,16:51,2018-6-8
Patch,Morning Star,Bait,NA,23-30.5,15.05,6,8,2018,16:52,2018-6-8
Patch,Morning Star,Bait,NA,23-30.5,15.775,6,8,2018,16:53,2018-6-8
Patch,Morning Star,Bait,NA,23-30.5,13.3625,6,8,2018,16:54,2018-6-8
Patch,Morning Star,Bait,NA,23-30.5,15.6125,6,8,2018,16:54,2018-6-8
Patch,Morning Star,Fillet,10.16,NA,11.8625,6,10,2018,17:22,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,12.1125,6,10,2018,17:22,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,12.525,6,10,2018,17:24,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,11.05,6,10,2018,17:25,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,13.3,6,10,2018,17:26,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,11.525,6,10,2018,17:30,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,13.5375,6,10,2018,17:31,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,12.8125,6,10,2018,17:32,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,12.35,6,10,2018,17:39,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,14.3375,6,10,2018,17:40,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,9.1375,6,10,2018,17:43,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,11.9625,6,10,2018,17:44,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,9.825,6,10,2018,17:44,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,12.2875,6,10,2018,17:45,2018-6-10
Patch,Morning Star,Fillet,10.16,NA,10.375,6,10,2018,17:46,2018-6-10
NA,Leroy & Barry,Bait,NA,20.5-23,9.5875,6,17,2018,9:13,2018-6-17
NA,Leroy & Barry,Bait,NA,20.5-23,8.25,6,17,2018,9:14,2018-6-17
NA,Leroy & Barry,Bait,NA,20.5-23,12.525,6,17,2018,9:15,2018-6-17
NA,Leroy & Barry,Bait,NA,20.5-23,7.3375,6,17,2018,9:16,2018-6-17
NA,Leroy & Barry,Bait,NA,20.5-23,10.65,6,17,2018,9:17,2018-6-17
NA,Morning Star,Bait,NA,23-30.5,11.2625,6,17,2018,10:30,2018-6-17
NA,Morning Star,Bait,NA,23-30.5,11.4,6,17,2018,10:30,2018-6-17
NA,Morning Star,Bait,NA,23-30.5,16.1625,6,17,2018,11:33,2018-6-17
NA,Morning Star,Bait,NA,23-30.5,14.0875,6,17,2018,11:34,2018-6-17
NA,Morning Star,Bait,NA,23-30.5,9.3625,6,17,2018,16:23,2018-6-17
NA,Morning Star,Bait,NA,23-30.5,9.975,6,17,2018,16:24,2018-6-17
Tear Drop,Leroy & Barry,Fillets,10.16,NA,13.1625,6,20,2018,9:02,2018-6-20
