Plant,CollectionMethod,SampleID,Method ,Date,Vessel,Lat,Lon,Ground,Fat,FishLength(cm),FishWeight(g)
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,19.8,22.86,142
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,19.8,22.86,133
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,18.8,22.86,104
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,18.8,22.86,121
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,20,25.4,137
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,20,25.4,125
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,14.8,22.86,119
Sea Life,,,1,03-Jun-22,Lady Melissa,44.09,-67.55,Grand Manan Banks,14.5,22.86,125
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,18.8,25.4,135
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,18.8,25.4,142
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,18.8,22.86,112
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,18.8,22.86,101
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,19.6,22.86,136
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,19.6,22.86,123
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,18.6,22.86,130
Sea Life,,,1,06-Jun-22,Lady Melissa,44.15,-67.02,Grand Manan Banks,18.6,22.86,125
Sea Life,,,1,07-Jun-22,Sealife II,44.17,-66.59,Grand Manan Banks,18.8,25.4,156
Sea Life,,,1,07-Jun-22,Sealife II,44.17,-66.59,Grand Manan Banks,19.4,25.4,161
Sea Life,,,1,07-Jun-22,Sealife II,44.17,-66.59,Grand Manan Banks,16,25.4,152
Sea Life,,,1,07-Jun-22,Sealife II,44.17,-66.59,Grand Manan Banks,15.6,22.86,118
Sea Life,,,1,07-Jun-22,Sealife II,44.17,-66.59,Grand Manan Banks,16.6,22.86,113
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,19.2,22.86,110
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,19.2,22.86,121
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,18,25.4,136
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,18,25.4,148
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,19.4,25.4,136
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,19.4,25.4,126
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,17.6,22.86,113
Sea Life,,,1,08-Jun-22,Lady Melissa,44.15,-67.59,Grand Manan Banks,17.6,22.86,113
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,19.8,25.4,143
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,19.8,25.4,140
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,15.4,22.86,110
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,15.4,22.86,105
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,20.2,22.86,118
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,20.2,22.86,107
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,16.2,25.4,136
Sea Life,,,1,08-Jun-22,Sealife II,44.15,-67.59,Grand Manan Banks,16.2,25.4,144
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,11.6,22.86,122
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,11.6,22.86,114
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,10.2,25.4,136
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,10.2,25.4,124
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,12.8,25.4,116
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,12.8,25.4,127
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,8,22.86,118
Sea Life,,,1,14-Jun-22,Sealife II,44.42,-64.44,Scots Bay,8,22.86,105
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,8,25.4,140
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,8,25.4,122
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,7.4,22.86,110
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,7.4,22.86,96
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,7.8,22.86,119
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,7.8,22.86,106
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,15,22.86,112
Sea Life,,,1,14-Jun-22,Lady Janice,45.14,-65.46,Scots Bay,15,22.86,124
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,20,25.4,150
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,19,27.94,200
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,8.2,27.94,164
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,13.4,27.94,164
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,18.6,27.94,194
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,7.4,27.94,180
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,17.2,25.4,147
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,15.6,25.4,146
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,15.6,22.86,108
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,15.6,22.86,110
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,12,25.4,133
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,12,25.4,129
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,7.4,22.86,120
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,7.4,22.86,118
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,12,25.4,115
Sea Life,,,1,15-Jun-22,Lady Melissa,44.18,-66.59,Grand Manan Banks,12,25.4,129
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,20.4,25.4,140
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,20.4,25.4,142
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,17.2,22.86,108
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,17.2,22.86,108
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,14.4,22.86,100
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,14.4,22.86,103
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,7.4,22.86,109
Sea Life,,,1,15-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,7.4,22.86,104
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,18.8,22.86,105
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,18.8,22.86,100
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,13.4,22.86,104
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,13.4,22.86,104
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,18.4,22.86,102
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,18.4,22.86,101
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,12.4,22.86,99
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,12.4,22.86,94
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,9.8,25.4,126
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,9.8,25.4,111
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,13.6,25.4,143
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,13.6,25.4,143
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,12,22.86,122
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,12,22.86,118
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,12.2,22.86,110
Sea Life,,,1,16-Jun-22,Lady Janice,44.17,-66.58,Grand Manan Banks,12.2,22.86,114
Sea Life,,,1,15-Jun-22,Sealife II,44.18,-67,Grand Manan Banks,19,25.4,159
Sea Life,,,1,15-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,19,25.4,154
Sea Life,,,1,15-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,19.4,27.94,167
Sea Life,,,1,15-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,19.8,27.94,186
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,12.6,22.86,118
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,12.6,22.86,120
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,17.8,25.4,130
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,17.8,25.4,121
Sea Life,,,1,16-Jun-22,Sealife II,44.15,-67.02,Grand Manan Banks,17.4,25.4,125
