"","TAG_NUMBER","plantReturnPlace","ReturnDate","ReturnVessel","ReturnGearType","ReturnCompany","Catch.plant","dataorigin","WEIRNO","portCode","OfficialReturnPlace","ReturnNAFO","Vessel","X_return","Y_return","Catch.DFO","Wharf_Name","Actual.Date"
"299","459943","Scots Bay",2019-09-02,"Canada 100","Purse Seine","Connors",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,45.15017,-64.9415,76.00003,NA,2019-09-02
"300","459975","Scots Bay",2019-09-03,"Brunswick Provider","Purse Seine","Connors",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,45.15,-64.91667,77,NA,2019-09-02
"301","459985","Scots Bay",2019-09-04,"Canada 100","Purse Seine","Connors",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,45.106,-65.06133,80.66664,NA,2019-09-03
"302","460003","Sandy Cove NS",2019-09-06,"Brunswick Provider","Purse Seine","Connors",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,44.5,-66.08333,82.00001,NA,2019-09-06
"303","460094","Sandy Cove NS",2019-08-20,"Brunswick Provider","Purse Seine","Connors",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,44.5155,-66.0875,95,NA,2019-08-19
"304","460131","Scots Bay",2019-09-03,"Morning Star","Purse Seine","Scotia Gardens",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,45.13333,-64.96667,123.000014,NA,2019-09-02
"305","460132","German Bank",2019-10-01,"Lady Melissa","Purse Seine","Sealife",NA,"rawReturn.csv",NA,NA,NA,"4XQ",NA,43.338,-66.373,200.000066,NA,2019-09-30
"306","460183","Sandy Cove NS",2019-09-17,"Brunswick Provider","Purse Seine","Connors",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,44.5,-66.1,30.99999,NA,2019-09-17
"307","460329","McDormant Patch",2019-09-06,"Canada 100","Purse Seine","Connors",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,44.0885,-66.47533,24,NA,2019-09-05
"308","460375","Scots Bay",2019-07-17,"Lady Janice II","Purse Seine","Connors",NA,"ConnorsReturns2020.csv",NA,NA,NA,"4XO",NA,43.26667,-64.83333,143.99994,NA,2019-07-16
"309","460583","Scotts Bay",2021-08-18,"Brunswick Provider","Purse Seine","Connors",65,"ConnorsReturns2021.csv",NA,NA,NA,"4XS",NA,45.13333,-65.98333,61.99998,NA,2021-08-18
"310","461321","Scots Bay",2018-09-04,"Morning Star","Purse Seine","Scotia Gardens",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,45.21667,-64.93333,101.08,NA,2018-09-03
"311","461337","Scots Bay",2018-09-04,"Morning Star","Purse Seine","Scotia Gardens",NA,"rawReturn.csv",NA,NA,NA,"4XR",NA,45.21667,-64.93333,101.08,NA,2018-09-03
"312","461393","Scots Bay",2018-09-04,"Morning Star","Purse Seine","Scotia Gardens",NA,"DFOmailedin2023.csv",NA,NA,NA,"4XR",NA,45.21667,-64.93333,101.08,NA,2018-09-03
"313","461768","Seal Island",2018-09-13,"Morning Star","Purse Seine","Scotia Gardens",NA,"rawReturn.csv",NA,NA,NA,"4XQ",NA,43.46667,-66.33333,42,NA,2018-09-12
"314","462553","Scots Bay",2021-08-04,"Morning Star","Purse Seine","Scotia Garden",28,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XR",NA,45.13533,-65.01517,28,NA,2021-08-04
"315","462600","SCOTS BAY-AREA 8",2021-08-18,"Sealife II","Purse Seine","Comeau - Sea Life",16,"ComeauReturns2021.csv",NA,NA,NA,"4XR",NA,45.154,-64.99533,16,NA,2021-08-17
"316","462648","SCOTS BAY-AREA 8",2021-08-03,"Lady Janice II/Sealife II","Purse Seine","Comeau - Sea Life",88,"ComeauReturns2021.csv",NA,NA,NA,"4XR",NA,45.14833,-65.02,21.2,NA,2021-08-02
"317","462740","Scots Bay",2021-08-04,"Morning Star","Purse Seine","Scotia Garden",28,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XR",NA,45.13533,-65.01517,28,NA,2021-08-04
"318","462835","Scots Bay",2021-08-04,"Morning Star","Purse Seine","Scotia Garden",28,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XR",NA,45.13533,-65.01517,28,NA,2021-08-04
"319","462846","N/A",2021-08-06,"Brunswick Provider","Purse Seine","Connors",NA,"ConnorsReturns2021.csv",NA,NA,NA,"4XS",NA,44.63333,-66.65,72.999975,NA,2021-08-05
"320","462879","Scots Bay",2021-08-04,"Morning Star","Purse Seine","Scotia Garden",28,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XR",NA,45.13533,-65.01517,28,NA,2021-08-04
"321","463270","Scotts Bay",2021-08-19,"Fundy Monarch","Purse Seine","Connors",36,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.13333,-65.01667,26.00001,NA,2021-08-17
"322","463335","Scots Bay",2021-09-16,"Leroy & Barry II","Purse Seine","Scotia Garden",115,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XR",NA,45.13383,-65.07067,115.000015,NA,2021-09-14
"323","463346","SCOTS BAY-AREA 8",2021-08-19,"Lady Melissa","Purse Seine","Comeau - Sea Life",79,"ComeauReturns2021.csv",NA,NA,NA,"4XR",NA,45.14417,-65.03317,79,NA,2021-08-18
"324","463444","Scotts Bay",2021-08-19,"Fundy Monarch","Purse Seine","Connors",36,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.13333,-65.01667,26.00001,NA,2021-08-17
"325","463463","SCOTS BAY-AREA 8",2021-08-19,"Lady Janice II/Sealife II","Purse Seine","Comeau - Sea Life",134,"ComeauReturns2021.csv",NA,NA,NA,"4XR",NA,45.16333,-64.97167,87,NA,2021-08-18
"326","463482","German Bank",2021-09-15,"Canada 100","Purse Seine","Connors",97,"ConnorsReturns2021.csv",NA,NA,NA,"4XQ",NA,43.29867,-66.37833,91.000032,NA,2021-09-15
"327","463776","Scotts Bay",2021-09-01,"Canada 100","Purse Seine","Connors",100,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.12483,-65.04733,80,NA,2021-09-01
"328","463779","German Bank",2021-09-15,"Canada 100","Purse Seine","Connors",97,"ConnorsReturns2021.csv",NA,NA,NA,"4XQ",NA,43.29867,-66.37833,91.000032,NA,2021-09-15
"329","463783","Scotts Bay",2021-09-01,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.12483,-65.04733,80,NA,2021-09-01
"330","463789","Scotts Bay",2021-09-01,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.12483,-65.04733,80,NA,2021-09-01
"331","463797","Scots Bay",2021-09-01,"Morning Star","Purse Seine","Scotia Garden",72,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XS",NA,44.625,-66.75,78,NA,2021-09-01
"332","463807","Scotts Bay",2021-09-01,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.12483,-65.04733,80,NA,2021-09-01
"333","463831","Scotts Bay",2021-09-01,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.12483,-65.04733,80,NA,2021-09-01
"334","463875","Scotts Bay",2021-09-01,"Canada 100","Purse Seine","Connors",64,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.12483,-65.04733,80,NA,2021-09-01
"335","463935","Scotts Bay",2021-09-01,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.12483,-65.04733,80,NA,2021-09-01
"336","463962","German Bank",2021-09-09,"Brunswick Provider","Purse Seine","Connors",83,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.13333,-65.03333,101.000025,NA,2021-09-08
"337","464212","Scotts Bay",2021-08-25,"Canada 100","Purse Seine","Connors",76,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,45.18,-64.95867,75.999975,NA,2021-08-26
"338","464224","Scots Bay",2021-08-19,"Leroy & Barry II","Purse Seine","Scotia Garden",42,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XR",NA,45.15,-65,41.999999,NA,2021-08-18
"339","464297","German Bank",2021-09-08,"Canada 100","Purse Seine","Connors",83,"ConnorsReturns2021.csv",NA,NA,NA,"4XQ",NA,43.272,-66.36683,60.000005,NA,2021-09-08
"340","464823","Gannet Dry Ledge",2021-07-28,"Leroy & Barry II","Purse Seine","Scotia Garden",94,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XQ",NA,43.86667,-66.5,67.68,NA,2021-07-28
"341","465034","SW GROUNDS AREA 11",2020-07-06,"Sealife II","Purse Seine","COMEAU-SEA LIFE",NA,"ComeauReturns2020.csv",NA,NA,NA,"4XO",NA,43.16167,-66.12,113.00004,NA,2020-07-05
"342","465602","SW GROUNDS AREA 11",2020-07-02,"Lady Janice II","Purse Seine","COMEAU-SEA LIFE",NA,"ComeauReturns2020.csv",NA,NA,NA,"4XO",NA,43.01667,-65.93333,98,NA,2020-07-02
"343","465834","SW GROUNDS AREA 11",2020-07-06,"Sealife II","Purse Seine","COMEAU-SEA LIFE",NA,"ComeauReturns2020.csv",NA,NA,NA,"4XO",NA,43.16167,-66.12,113.00004,NA,2020-07-05
"344","465926","Casper",2020-07-07,"Morning Star","Purse Seine","Scotia Garden",101,"ScotiaGardenReturns2020.csv",NA,NA,NA,"4XO",NA,43.15,-66.115,100.99998,NA,2020-07-06
"345","467016","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"346","467021","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"347","467067","GERMAN BANK (AREA 7)",2022-09-01,"Sealife II","Purse Seine","Comeau - Sea Life",36,"ComeauReturns2022.csv",NA,NA,NA,"4XQ",NA,43.25667,-66.35333,35.999985,NA,2022-08-31
"348","467076","GERMAN BANK (AREA 7)",2022-08-31,"Lady Janice II","Purse Seine","Comeau - Sea Life",78,"ComeauReturns2022.csv",NA,NA,NA,"4XQ",NA,43.24783,-66.33733,78,NA,2022-08-30
"349","467085","GERMAN BANK (AREA 7)",2022-08-30,"Lady Melissa","Purse Seine","Comeau - Sea Life",53,"ComeauReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27333,-66.35333,74.00003,NA,2022-08-31
"350","467273","German Bank",2022-09-01,"Morning Star","Purse Seine","Scotia Garden",78,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.2875,-66.37167,78,NA,2022-09-01
"351","467290","German Bank",2022-09-02,"Tasha Marie","Purse Seine","Cape Breeze",66,"CapeBreezeReturns2022.csv",NA,NA,NA,"4XQ",NA,43.26,-66.35333,65.99999,NA,2022-09-01
"352","467344","German Bank",2022-09-01,"Morning Star","Purse Seine","Scotia Garden",78,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.2875,-66.37167,78,NA,2022-09-01
"353","467356","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"354","467367","GERMAN BANK (AREA 7)",2022-09-01,"Sealife II","Purse Seine","Comeau - Sea Life",36,"ComeauReturns2022.csv",NA,NA,NA,"4XQ",NA,43.25667,-66.35333,35.999985,NA,2022-08-31
"355","467423","German Bank",2022-09-01,"Morning Star","Purse Seine","Scotia Garden",78,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.2875,-66.37167,78,NA,2022-09-01
"356","467433","GERMAN BANK (AREA 7)",2022-08-30,"Lady Melissa","Purse Seine","Comeau - Sea Life",53,"ComeauReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27333,-66.35333,74.00003,NA,2022-08-31
"357","467488","German Bank",2022-09-01,"Tasha Marie","Purse Seine","Cape Breeze",19,"CapeBreezeReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27167,-66.35833,16.15,NA,2022-08-31
"358","467545","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"359","467673","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"360","469668","Scots Bay ",2021-07-19,"Morning Star","Purse Seine","Scotia Garden",57,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XR",NA,45.315,-64.90383,57,NA,2021-07-19
"361","469700","Grand Manan Banks",2021-10-14,"Brunswick Provider","Purse Seine","Connors",80,"ConnorsReturns2021.csv",NA,NA,NA,"5YB",NA,44.26667,-67.03333,71.000024,NA,2021-10-13
"362","469701","Scots Bay",2021-07-20,"Leroy & Barry II","Purse Seine","Scotia Garden",82,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XS",NA,45.30933,-65.01817,81.999996,NA,2021-07-20
"363","469727","SCOTS BAY-AREA 8",2021-07-20,"Lady Janice II","Purse Seine","Comeau - Sea Life",142,"ComeauReturns2021.csv",NA,NA,NA,"4XR",NA,45.30333,-64.86833,142.000068,NA,2021-07-19
"364","469743","SCOTS BAY-AREA 8",2021-07-19,"Sealife II","Purse Seine","Comeau - Sea Life",110,"ComeauReturns2021.csv",NA,NA,NA,"4XR",NA,45.29667,-64.85167,88,NA,2021-07-18
"365","469756","Scots Bay",2022-08-02,"Canada 100","Purse Seine","Connors",149.4,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.167,-65.01117,129.999985,NA,2022-08-01
"366","469867","SCOTS BAY-AREA 8",2021-07-21,"Sealife II","Purse Seine","Comeau - Sea Life",43,"ComeauReturns2021.csv",NA,NA,NA,"4XR",NA,45.305,-64.92333,43.00002,NA,2021-07-19
"367","469891","Scots Bay",2021-07-20,"Leroy & Barry II","Purse Seine","Scotia Garden",82,"ScotiaGardenReturns2021.csv",NA,NA,NA,"4XS",NA,45.30933,-65.01817,81.999996,NA,2021-07-20
"368","469895","45 18,81N 690 52,34W",2021-07-21,"Lady Melissa","Purse Seine","Connors",42,"ConnorsReturns2021.csv",NA,NA,NA,"4XR",NA,44.05267,-66.655,41.999992,NA,2021-07-20
"369","470031","SCOTS BAY (AREA 8)",2022-07-29,"Lady Janice II","Purse Seine","Comeau - Sea Life",69,"ComeauReturns2022.csv",NA,NA,NA,"4XR",NA,45.17817,-64.9965,68.999976,NA,2022-07-28
"370","470090","Scotts Bay ",2022-07-29,"Leroy & Barry II","Purse Seine","Scotia Garden",99,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XR",NA,45.17333,-65.012,98.999975,NA,2022-07-29
"371","470267","SCOTS BAY (AREA 8)",2022-08-08,"Lady Janice II","Purse Seine","Comeau - Sea Life",45,"ComeauReturns2022.csv",NA,NA,NA,"4XR",NA,45.15283,-65.02483,45,NA,2022-08-08
"372","473184","German Bank",2022-09-14,"Fundy Monarch","Purse Seine","Connors",103,"ConnorsReturns2022.csv",NA,NA,NA,"4XS",NA,45.25,-66.33333,193.00008,NA,2022-09-13
"373","473252","German Bank",2022-09-13,"Fundy Monarch","Purse Seine","Connors",105,"ConnorsReturns2022.csv",NA,NA,NA,"4XS",NA,45.25,-66.33333,193.00008,NA,2022-09-13
"374","473264","German Bank",2022-09-14,"Brunswick Provider","Purse Seine","Connors",125,"ConnorsReturns2022.csv",NA,NA,NA,"4XQ",NA,43.26667,-66.4,119.000045,NA,2022-09-14
"375","473378","Seal Iland",2022-09-21,"Morning Star","Purse Seine","Scotia Garden",106,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.31617,-66.15483,105.999985,NA,2022-09-20
"376","475008","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"377","475060","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"378","475083","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"379","475107","German Bank",2022-09-01,"Tasha Marie","Purse Seine","Cape Breeze",19,"CapeBreezeReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27167,-66.35833,16.15,NA,2022-08-31
"380","475127","GERMAN BANK (AREA 7)",2022-09-01,"Sealife II","Purse Seine","Comeau - Sea Life",36,"ComeauReturns2022.csv",NA,NA,NA,"4XQ",NA,43.25667,-66.35333,35.999985,NA,2022-08-31
"381","475150","German Bank",2022-09-02,"Tasha Marie","Purse Seine","Cape Breeze",66,"CapeBreezeReturns2022.csv",NA,NA,NA,"4XQ",NA,43.26,-66.35333,65.99999,NA,2022-09-01
"382","475464","German Bank",2022-09-02,"Morning Star","Purse Seine","Scotia Garden",107,"ScotiaGardenReturns2022.csv",NA,NA,NA,"4XQ",NA,43.27917,-66.3605,107.000025,NA,2022-09-01
"383","475710","Scots Bay",2022-09-19,"Canada 100","Purse Seine","Connors",126,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.14683,-65.002,71.999968,NA,2022-09-19
"384","475760","Scots Bay",2022-09-06,"Brunswick Provider","Purse Seine","Connors",113,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.16667,-64.95,100.00004,NA,2022-09-06
"385","475771","Scots Bay",2022-09-06,"Brunswick Provider","Purse Seine","Connors",113,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.16667,-64.95,100.00004,NA,2022-09-06
"386","475773","Scots Bay",2022-09-06,"Brunswick Provider","Purse Seine","Connors",113,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.16667,-64.95,100.00004,NA,2022-09-06
"387","475807","Scots Bay",2022-09-08,"Canada 100","Purse Seine","Connors",68,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.17333,-64.99667,47,NA,2022-09-07
"388","475812","Scots Bay",2022-09-08,"Canada 100","Purse Seine","Connors",68,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.17333,-64.99667,47,NA,2022-09-07
"389","475834","SCOTS BAY (AREA 8)",2022-09-07,"Lady Janice II","Purse Seine","Comeau - Sea Life",98,"ComeauReturns2022.csv",NA,NA,NA,"4XR",NA,45.18383,-64.983,49,NA,2022-09-06
"390","475889","Scots Bay",2022-09-06,"Brunswick Provider","Purse Seine","Connors",113,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.16667,-64.95,100.00004,NA,2022-09-06
"391","475939","Scots Bay",2022-09-19,"Fundy Monarch","Purse Seine","Connors",203,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.15,-64.98333,189,NA,2022-09-19
"392","475984","Scots Bay",2022-09-19,"Canada 100","Purse Seine","Connors",126,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.14683,-65.002,71.999968,NA,2022-09-19
"393","480396","Scots Bay",2020-08-24,"Fundy Monarch","Purse Seine","Connors",223,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.2,-64.88333,222.99992,NA,2020-08-24
"394","480442","SCOTS BAY-AREA 8",2020-08-12,"Lady Melissa","Purse Seine","COMEAU-SEA LIFE",NA,"ComeauReturns2020.csv",NA,NA,NA,"4XR",NA,45.06667,-65.1,102.00002,NA,2020-08-11
"395","480591","Scots Bay",2020-08-11,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.1,-65,110.00004,NA,2020-08-10
"396","480599","Scots Bay",2022-08-24,"Brunswick Provider","Purse Seine","Connors",57,"ConnorsReturns2022.csv",NA,NA,NA,"4XR",NA,45.15,-64.98333,50.000005,NA,2022-08-22
"397","480600","SCOTS BAY-AREA 8",2020-08-12,"Lady Melissa","Purse Seine","COMEAU-SEA LIFE",NA,"ComeauReturns2020.csv",NA,NA,NA,"4XR",NA,45.06667,-65.1,102.00002,NA,2020-08-11
"398","480601","White Head",2020-08-12,"Brunswick Provider","Purse Seine","Connors",74,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.61667,-66.63333,74.000025,NA,2020-08-12
"399","480616","SCOTS BAY-AREA 8",2020-08-25,"Lady Janice II","Purse Seine","COMEAU-SEA LIFE",NA,"ComeauReturns2020.csv",NA,NA,NA,"4XR",NA,45.2,-64.93333,102,NA,2020-08-24
"400","480623","Scots Bay",2020-08-12,"Canada 100","Purse Seine","Connors",86,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.11667,-65.03333,43,NA,2020-08-12
"401","480639","Scots Bay",2020-08-11,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.1,-65,110.00004,NA,2020-08-10
"402","480665","Scotts Bay",2021-08-23,"Brunswick Provider","Purse Seine","Connors",110,"ConnorsReturns2021.csv",NA,NA,NA,"4XS",NA,45.13333,-65.98333,110.000007,NA,2021-08-23
"403","480667","Scots Bay",2020-08-12,"Canada 100","Purse Seine","Connors",86,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.11667,-65.03333,43,NA,2020-08-12
"404","480692","Scots Bay",2020-08-11,"Canada 100","Purse Seine","Connors",80,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.1,-65,110.00004,NA,2020-08-10
"405","480705","Scots Bay",2020-08-25,"Canada 100","Purse Seine","Connors",135,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.17167,-65.058,135.000064,NA,2020-08-24
"406","480712","Scots Bay",2020-08-25,"Canada 100","Purse Seine","Connors",135,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.17167,-65.058,135.000064,NA,2020-08-24
"407","480757","Scots Bay",2020-08-25,"Canada 100","Purse Seine","Connors",135,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.17167,-65.058,135.000064,NA,2020-08-24
"408","480864","Scots Bay",2020-08-25,"Morning Star","Purse Seine","Cape Breeze",66,"CapeBreezeReturns2020.csv",NA,NA,NA,"4XR",NA,45.1725,-65.0905,66,NA,2020-08-24
"409","480874","Scots Bay",2020-08-25,"Leroy & Barry II","Purse Seine","Scotia Garden",72,"ScotiaGardenReturns2020.csv",NA,NA,NA,"4XR",NA,45.21167,-64.94333,71.99998,NA,2020-08-24
"410","480894","Scots Bay",2020-08-25,"Canada 100","Purse Seine","Connors",135,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.17167,-65.058,135.000064,NA,2020-08-24
"411","480898","Lurcher",2020-09-08,"Fundy Monarch","Purse Seine","Connors",159,"ConnorsReturns2020.csv",NA,NA,NA,"4XQ",NA,43.91667,-66.48333,168.00003,NA,2020-09-08
"412","480952","Scots Bay",2020-09-21,"Fundy Monarch","Purse Seine","Connors",NA,"ConnorsReturns2020.csv",NA,NA,NA,"4XR",NA,45.2,-64.8,95.999952,NA,2020-09-21
"413","481022","German Bank",2020-10-05,"Leroy & Barry II","Purse Seine","Scotia Garden",64,"ScotiaGardenReturns2020.csv",NA,NA,NA,"4XQ",NA,43.32667,-66.15667,63.999975,NA,2020-10-05
"414","481051","German Bank",2022-08-30,"Fundy Monarch","Purse Seine","Connors",224,"ConnorsReturns2022.csv",NA,NA,NA,"4XQ",NA,43.26667,-66.38333,193.99992,NA,2022-08-29
"415","481072","GERMAN BANK-AREA 7",2021-09-09,"Lady Melissa","Purse Seine","Comeau - Sea Life",104,"ComeauReturns2021.csv",NA,NA,NA,"4XQ",NA,43.32283,-66.40333,104.000007,NA,2021-09-08
"416","481556","German Bank",2020-09-16,"Morning Star","Purse Seine","Scotia Garden",60,"ScotiaGardenReturns2020.csv",NA,NA,NA,"4XQ",NA,43.22267,-66.31433,59.999995,NA,2020-09-15
"417","481652","Seal Island",2020-09-25,"Leroy & Barry II","Purse Seine","Scotia Garden",69,"ScotiaGardenReturns2020.csv",NA,NA,NA,"4XQ",NA,43.30333,-66.20733,69.000001,NA,2020-09-25
"418","481720","Seal Island",2020-09-25,"Morning Star","Purse Seine","Scotia Garden",83,"ScotiaGardenReturns2020.csv",NA,NA,NA,"4XQ",NA,43.28667,-66.20167,83.000035,NA,2020-09-24
