"","TAG_NUMBER","plantReturnPlace","ReturnDate","ReturnVessel","ReturnGearType","ReturnCompany","Catch.plant","dataorigin","WEIRNO","portCode","OfficialReturnPlace","ReturnNAFO","Vessel","X_return","Y_return","Catch.DFO","Wharf_Name","Actual.Date"
"861","551214","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"862","551575","White Head",2022-07-15,"Canada 100","Purse Seine","Connors",65,"ConnorsReturns2022.csv",NA,NA,NA,"4XS",NA,44.6345,-66.648,64.999998,NA,2022-07-14
"863","552006","Wolves",2020-10-07,"Canada 100","Purse Seine","Connors",122,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94567,-66.74317,84.46158,NA,2020-10-06
"864","552010","Wolves",2020-10-15,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"865","552014","Wolves",2020-10-13,"Brunswick Provider","Purse Seine","Connors",65,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,72,NA,2020-10-13
"866","552051","Wolves",2020-10-07,"Brunswick Provider","Purse Seine","Connors",126,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95067,-66.69667,125.99998,NA,2020-10-06
"867","552056","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"868","552081","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"869","552085","German Bank",2020-10-14,"Fundy Monarch","Purse Seine","Connors",134,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.76667,22,NA,2020-10-14
"870","552092","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"871","552112","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"872","552132","Wolves",2020-10-07,"Canada 100","Purse Seine","Connors",122,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94567,-66.74317,84.46158,NA,2020-10-06
"873","552159","Wolves",2020-10-07,"Canada 100","Purse Seine","Connors",122,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94567,-66.74317,84.46158,NA,2020-10-06
"874","552176","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"875","552177","Wolves",2020-10-20,"Brunswick Provider","Purse Seine","Connors",11,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,11.000004,NA,2020-10-19
"876","552229","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"877","552243","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"878","552271","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"879","552282","Wolves",2020-10-07,"Canada 100","Purse Seine","Connors",122,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94567,-66.74317,84.46158,NA,2020-10-06
"880","552293","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"881","552305","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"882","552318","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"883","552330","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"884","552341","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"885","552378","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"886","552390","Wolves",2020-10-16,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"887","552395","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"888","552419","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"889","552428","Wolves",2020-10-07,"Canada 100","Purse Seine","Connors",122,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94567,-66.74317,84.46158,NA,2020-10-06
"890","552437","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"891","552443","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"892","552444","Wolves",2020-10-07,"Canada 100","Purse Seine","Connors",122,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94567,-66.74317,84.46158,NA,2020-10-06
"893","552456","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"894","552463","Wolves",2020-10-16,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"895","552489","Wolves",2020-10-07,"Canada 100","Purse Seine","Connors",122,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94567,-66.74317,84.46158,NA,2020-10-06
"896","552583","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"897","552588","German Bank",2020-10-14,"Fundy Monarch","Purse Seine","Connors",134,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.76667,22,NA,2020-10-14
"898","552616","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"899","552635","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"900","552673","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"901","552683","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"902","552707","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"903","552758","Wolves",2020-10-13,"Canada 100","Purse Seine","Connors",70,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.71383,48.461535,NA,2020-10-13
"904","552771","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"905","552817","Wolves",2020-10-15,"Brunswick Provider","Purse Seine","Connors",55,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94817,-66.776,76.000001,NA,2020-10-14
"906","552818","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"907","552826","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"908","552828","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"909","552845","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"910","552854","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"911","552867","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"912","552882","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"913","552939","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"914","552975","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"915","552992","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"916","553003","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"917","553019","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"918","553023","Wolves",2020-10-13,"Brunswick Provider","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,72,NA,2020-10-13
"919","553089","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"920","553118","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"921","553147","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"922","553178","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"923","553210","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"924","553212","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"925","553230","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"926","553247","Wolves",2020-10-15,"Canada 100","Purse Seine","Connors",59,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"927","553265","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"928","553280","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"929","553314","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"930","553350","Wolves",2020-10-13,"Brunswick Provider","Purse Seine","Connors",65,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,72,NA,2020-10-13
"931","553369","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"932","553378","Wolves",2020-10-13,"Canada 100","Purse Seine","Connors",70,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.71383,48.461535,NA,2020-10-13
"933","553399","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"934","553403","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"935","553405","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"936","553422","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"937","553430","Wolves",2020-10-13,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.71383,48.461535,NA,2020-10-13
"938","553467","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"939","553500","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"940","553507","Wolves",2020-10-13,"Brunswick Provider","Purse Seine","Connors",65,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,72,NA,2020-10-13
"941","553511","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"942","553519","Wolves",2020-10-13,"Canada 100","Purse Seine","Connors",70,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.71383,48.461535,NA,2020-10-13
"943","553562","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"944","553597","Wolves",2020-10-13,"Brunswick Provider","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,72,NA,2020-10-13
"945","553670","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"946","553671","Wolves",2020-10-13,"Canada 100","Purse Seine","Connors",70,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.71383,48.461535,NA,2020-10-13
"947","553675","Wolves",2020-10-13,"Brunswick Provider","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,72,NA,2020-10-13
"948","553679","Wolves",2020-10-13,"Brunswick Provider","Purse Seine","Connors",72,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,72,NA,2020-10-13
"949","553686","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"950","553789","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"951","553795","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"952","553826","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"953","553853","Wolves",2020-10-13,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.71383,48.461535,NA,2020-10-13
"954","553900","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"955","553909","Wolves",2020-10-15,"Brunswick Provider","Purse Seine","Connors",55,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94817,-66.776,76.000001,NA,2020-10-14
"956","553910","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"957","553929","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"958","553947","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"959","553949","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"960","553962","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"961","553967","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"962","553976","Wolves",2020-10-16,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"963","554001","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"964","554011","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"965","554015","Wolves",2020-10-20,"Brunswick Provider","Purse Seine","Connors",11,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,11.000004,NA,2020-10-19
"966","554021","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"967","554050","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"968","554063","Wolves",2020-10-15,"Brunswick Provider","Purse Seine","Connors",55,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94817,-66.776,76.000001,NA,2020-10-14
"969","554067","Wolves",2020-10-16,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"970","554077","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"971","554103","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"972","554228","Wolves",2020-10-16,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"973","554261","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"974","554300","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"975","554313","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"976","554368","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"977","554379","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"978","554393","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"979","554402","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"980","554410","Wolves",2020-10-16,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.69,44.00001,NA,2020-10-15
"981","554416","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"982","554419","Wolves",2020-10-13,"Canada 100","Purse Seine","Connors",60,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.98,-66.71383,48.461535,NA,2020-10-13
"983","554430","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"984","554437","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"985","554468","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"986","554485","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"987","554500","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"988","554518","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"989","554550","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"990","554579","Wolves",2020-10-20,"Brunswick Provider","Purse Seine","Connors",11,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,11.000004,NA,2020-10-19
"991","554600","Wolves",2020-10-19,"Canada 100","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96417,-66.69367,36.4,NA,2020-10-18
"992","554603","Wolves",2020-10-16,"Brunswick Provider","Purse Seine","Connors",38,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.9775,-66.7145,37.99999,NA,2020-10-16
"993","554610","Wolves",2020-10-14,"Brunswick Provider","Purse Seine","Connors",76,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.66667,54.999984,NA,2020-10-14
"994","554626","Wolves",2020-10-15,"Brunswick Provider","Purse Seine","Connors",55,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.94817,-66.776,76.000001,NA,2020-10-14
"995","554654","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"996","554677","Wolves",2020-10-20,"Brunswick Provider","Purse Seine","Connors",11,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.73333,11.000004,NA,2020-10-19
"997","554678","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"998","554682","Wolves",2020-10-19,"Brunswick Provider","Purse Seine","Connors",81,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.97817,-66.6955,80.999985,NA,2020-10-18
"999","554687","German Bank",2020-10-14,"Fundy Monarch","Purse Seine","Connors",134,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.76667,22,NA,2020-10-14
"1000","554694","German Bank",2020-10-14,"Fundy Monarch","Purse Seine","Connors",134,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.76667,22,NA,2020-10-14
"1001","554699","Wolves",2020-10-15,"Fundy Monarch","Purse Seine","Connors",78,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.96667,-66.73333,78,NA,2020-10-15
"1002","554713","German Bank",2020-10-14,"Fundy Monarch","Purse Seine","Connors",134,"ConnorsReturns2020.csv",NA,NA,NA,"4XS",NA,44.95,-66.76667,22,NA,2020-10-14
