station_name,Date,mean_temp,total_precip,total_snow,total_rain,spd_max_gust,min_temp,max_temp,heat_deg_days,cool_deg_days,twoweeks
YARMOUTH A,2012-12-06,-1.3,0,0,0,56,-4.9,2.3,19.3,0,2012-11-22
YARMOUTH A,2012-12-07,0.4,2.2,0,2.2,32,-6.3,7,17.6,0,2012-11-23
YARMOUTH A,2012-12-08,9.1,12.4,0,12.4,43,6.4,11.7,8.9,0,2012-11-24
YARMOUTH A,2012-12-09,3.7,0,0,0,61,-1.6,9,14.3,0,2012-11-25
YARMOUTH A,2012-12-10,7.2,38.8,1.4,37.4,67,-0.1,14.4,10.8,0,2012-11-26
YARMOUTH A,2012-12-11,6.6,0.4,0,0.4,46,0.3,12.9,11.4,0,2012-11-27
YARMOUTH A,2012-12-12,-1.2,0,0,0,37,-3.6,1.2,19.2,0,2012-11-28
YARMOUTH A,2012-12-13,0.6,0,0,0,NA,-3.3,4.5,17.4,0,2012-11-29
YARMOUTH A,2012-12-14,3.8,0,0,0,50,-0.2,7.8,14.2,0,2012-11-30
YARMOUTH A,2012-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-01
YARMOUTH A,2012-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-02
YARMOUTH A,2012-12-17,-0.1,0,0,0,43,-5.2,5,18.1,0,2012-12-03
YARMOUTH A,2012-12-18,5.7,20.6,0,20.6,65,4.3,7,12.3,0,2012-12-04
YARMOUTH A,2012-12-19,3.6,13,1,12,59,0.2,6.9,14.4,0,2012-12-05
YARMOUTH A,2012-12-20,0.5,0,0,0,35,-2.8,3.7,17.5,0,2012-12-06
YARMOUTH A,2012-12-21,5.5,22.6,0,22.6,82,-1.4,12.3,12.5,0,2012-12-07
YARMOUTH A,2012-12-22,5,1.6,0,1.6,54,1.1,8.8,13,0,2012-12-08
YARMOUTH A,2012-12-23,0.4,0.8,0.8,0,61,-2.6,3.3,17.6,0,2012-12-09
YARMOUTH A,2012-12-24,1.5,0,0,0,57,-0.1,3,16.5,0,2012-12-10
YARMOUTH A,2012-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-11
YARMOUTH A,2012-12-26,-2.5,0,0,0,33,-4.6,-0.3,20.5,0,2012-12-12
YARMOUTH A,2012-12-27,1.5,19.2,8.6,10.6,80,-2.7,5.7,16.5,0,2012-12-13
YARMOUTH A,2012-12-28,1.6,1.8,0,1.8,67,-1.2,4.3,16.4,0,2012-12-14
YARMOUTH A,2012-12-29,-0.6,6.6,7,NA,70,-2.1,1,18.6,0,2012-12-15
YARMOUTH A,2012-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-16
YARMOUTH A,2012-12-31,-2.3,0,0,0,80,-5.6,1,20.3,0,2012-12-17
YARMOUTH A,2013-01-01,-2.4,0.2,0.2,0,72,-8.2,3.4,20.4,0,2012-12-18
YARMOUTH A,2013-01-02,-8.2,1,1,0,80,-9.3,-7.1,26.2,0,2012-12-19
YARMOUTH A,2013-01-03,-7,0.6,0.6,0,52,-9,-4.9,25,0,2012-12-20
YARMOUTH A,2013-01-04,-1.2,1.6,1.6,0,56,-5.7,3.3,19.2,0,2012-12-21
YARMOUTH A,2013-01-05,-2.2,0,0,0,78,-7.5,3.2,20.2,0,2012-12-22
YARMOUTH A,2013-01-06,-2.7,5.8,4,2.8,41,-8.5,3.2,20.7,0,2012-12-23
YARMOUTH A,2013-01-07,-7,0.2,0.2,0,41,-12.6,-1.3,25,0,2012-12-24
YARMOUTH A,2013-01-08,-3.2,0,0,0,59,-12.6,6.2,21.2,0,2012-12-25
YARMOUTH A,2013-01-09,2,1.8,0,1.8,52,-3,7,16,0,2012-12-26
YARMOUTH A,2013-01-10,2.9,1.8,0,1.8,83,-0.5,6.2,15.1,0,2012-12-27
YARMOUTH A,2013-01-11,-0.8,0,0,0,46,-3.2,1.7,18.8,0,2012-12-28
YARMOUTH A,2013-01-12,1.1,0,0,0,NA,-2.7,4.9,16.9,0,2012-12-29
YARMOUTH A,2013-01-13,4,0.4,0,0.4,32,1,7,14,0,2012-12-30
YARMOUTH A,2013-01-14,6.3,0,0,0,44,3.2,9.4,11.7,0,2012-12-31
YARMOUTH A,2013-01-15,0.9,0,0,0,37,-2,3.8,17.1,0,2013-01-01
YARMOUTH A,2013-01-16,-1,9.4,9.4,0,44,-2,0.1,19,0,2013-01-02
YARMOUTH A,2013-01-17,-0.7,0,0,0,50,-6.4,5,18.7,0,2013-01-03
YARMOUTH A,2013-01-18,-7.7,3,3,0,52,-11.1,-4.3,25.7,0,2013-01-04
YARMOUTH A,2013-01-19,1,0.6,0.2,0.4,69,-4.5,6.4,17,0,2013-01-05
YARMOUTH A,2013-01-20,5.3,0,0,0,70,0.2,10.3,12.7,0,2013-01-06
YARMOUTH A,2013-01-21,-3.5,0.8,0.8,0,65,-7.1,0.2,21.5,0,2013-01-07
YARMOUTH A,2013-01-22,-8.6,5.6,6.6,0,48,-10,-7.1,26.6,0,2013-01-08
YARMOUTH A,2013-01-23,-10.9,2.8,2.8,0,65,-13.2,-8.5,28.9,0,2013-01-09
YARMOUTH A,2013-01-24,-11.8,2.8,2.8,0,57,-13.6,-9.9,29.8,0,2013-01-10
YARMOUTH A,2013-01-25,-9.4,1.4,1.4,0,59,-13.4,-5.3,27.4,0,2013-01-11
YARMOUTH A,2013-01-26,-9.2,0.4,0.4,0,48,-11.4,-6.9,27.2,0,2013-01-12
YARMOUTH A,2013-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-13
YARMOUTH A,2013-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-14
YARMOUTH A,2013-01-29,-5.2,0,0,0,NA,-11,0.6,23.2,0,2013-01-15
YARMOUTH A,2013-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-16
YARMOUTH A,2013-01-31,6.4,3.2,0,3.2,82,1.9,10.9,11.6,0,2013-01-17
YARMOUTH A,2013-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-18
YARMOUTH A,2013-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-19
YARMOUTH A,2013-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-20
YARMOUTH A,2013-02-04,-3.7,0.2,0.2,0,80,-5.4,-1.9,21.7,0,2013-01-21
YARMOUTH A,2013-02-05,-7.8,0,0,0,70,-11.1,-4.5,25.8,0,2013-01-22
YARMOUTH A,2013-02-06,-4.4,1.2,2,0,50,-9.1,0.4,22.4,0,2013-01-23
YARMOUTH A,2013-02-07,-10.2,0,0,0,59,-15.7,-4.6,28.2,0,2013-01-24
YARMOUTH A,2013-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-25
YARMOUTH A,2013-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-26
YARMOUTH A,2013-02-10,-4.4,3.2,3.2,0,72,-7.2,-1.6,22.4,0,2013-01-27
YARMOUTH A,2013-02-11,-2.6,14.4,1.4,13,52,-10.4,5.2,20.6,0,2013-01-28
YARMOUTH A,2013-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-29
YARMOUTH A,2013-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-30
YARMOUTH A,2013-02-14,-0.1,0,0,0,43,-4.5,4.4,18.1,0,2013-01-31
YARMOUTH A,2013-02-15,-0.1,0,0,0,41,-4.7,4.6,18.1,0,2013-02-01
YARMOUTH A,2013-02-16,5.8,3.4,0,3.4,41,2,9.6,12.2,0,2013-02-02
YARMOUTH A,2013-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-03
YARMOUTH A,2013-02-18,-3.5,1.6,1.6,0,89,-5.4,-1.6,21.5,0,2013-02-04
YARMOUTH A,2013-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-05
YARMOUTH A,2013-02-20,3.1,13.2,4,10,54,-0.5,6.6,14.9,0,2013-02-06
YARMOUTH A,2013-02-21,-0.7,0.8,0.8,0,56,-1.9,0.5,18.7,0,2013-02-07
YARMOUTH A,2013-02-22,-2.3,0,0,0,63,-5.1,0.6,20.3,0,2013-02-08
YARMOUTH A,2013-02-23,-3.4,0,0,0,NA,-5.5,-1.3,21.4,0,2013-02-09
YARMOUTH A,2013-02-24,-1.5,0.4,0.4,0,50,-3.7,0.8,19.5,0,2013-02-10
YARMOUTH A,2013-02-25,0.4,0,0,0,43,-4.3,5.1,17.6,0,2013-02-11
YARMOUTH A,2013-02-26,-1.7,0,0,0,NA,-7.5,4.2,19.7,0,2013-02-12
YARMOUTH A,2013-02-27,0.3,3,3,0,57,-5.2,5.7,17.7,0,2013-02-13
YARMOUTH A,2013-02-28,2.4,10,0,10,65,0.7,4.1,15.6,0,2013-02-14
YARMOUTH A,2013-03-01,0.6,13.4,14,0,46,-0.8,1.9,17.4,0,2013-02-15
YARMOUTH A,2013-03-02,1,0.8,0.2,0.6,39,-0.8,2.7,17,0,2013-02-16
YARMOUTH A,2013-03-03,2.8,0,0,0,NA,0.4,5.1,15.2,0,2013-02-17
YARMOUTH A,2013-03-04,1.6,3.2,0.4,2.8,NA,0.3,2.9,16.4,0,2013-02-18
YARMOUTH A,2013-03-05,3.9,0.6,0.6,0,48,0.3,7.4,14.1,0,2013-02-19
YARMOUTH A,2013-03-06,1.5,0,0,0,59,-0.6,3.5,16.5,0,2013-02-20
YARMOUTH A,2013-03-07,1.7,0,0,0,70,0.5,2.9,16.3,0,2013-02-21
YARMOUTH A,2013-03-08,2.9,0,0,0,67,-1.3,7.1,15.1,0,2013-02-22
YARMOUTH A,2013-03-09,1.5,0,0,0,50,-3.7,6.6,16.5,0,2013-02-23
YARMOUTH A,2013-03-10,0.4,0,0,0,35,-3.3,4,17.6,0,2013-02-24
YARMOUTH A,2013-03-11,-0.2,0,0,0,NA,-3.5,3.2,18.2,0,2013-02-25
YARMOUTH A,2013-03-12,5.5,2.8,0,2.8,57,1.5,9.5,12.5,0,2013-02-26
YARMOUTH A,2013-03-13,6.4,14.4,0,14.4,72,2.5,10.2,11.6,0,2013-02-27
YARMOUTH A,2013-03-14,2.7,2.2,2.2,0,35,0,5.4,15.3,0,2013-02-28
YARMOUTH A,2013-03-15,-1.6,4.4,4.4,0,54,-3.2,0.1,19.6,0,2013-03-01
YARMOUTH A,2013-03-16,-3.2,0,0,0,41,-5.8,-0.5,21.2,0,2013-03-02
YARMOUTH A,2013-03-17,-3.8,0,0,0,67,-7.6,0.1,21.8,0,2013-03-03
YARMOUTH A,2013-03-18,-5.6,0,0,0,63,-9.2,-1.9,23.6,0,2013-03-04
YARMOUTH A,2013-03-19,-3,13,13,0,78,-5,-1,21,0,2013-03-05
YARMOUTH A,2013-03-20,-0.7,0.8,0.6,0.2,80,-2.9,1.5,18.7,0,2013-03-06
YARMOUTH A,2013-03-21,1.3,0,0,0,43,-2,4.5,16.7,0,2013-03-07
YARMOUTH A,2013-03-22,1.1,0,0,0,52,-1.3,3.5,16.9,0,2013-03-08
YARMOUTH A,2013-03-23,0.9,0.2,0.2,0,56,-0.9,2.7,17.1,0,2013-03-09
YARMOUTH A,2013-03-24,0.9,0,0,0,52,-3.3,5.1,17.1,0,2013-03-10
YARMOUTH A,2013-03-25,2.5,0,0,0,44,-2.6,7.6,15.5,0,2013-03-11
YARMOUTH A,2013-03-26,3,0,0,0,56,-0.7,6.7,15,0,2013-03-12
YARMOUTH A,2013-03-27,2.5,5.6,0,5.6,43,1.1,3.9,15.5,0,2013-03-13
YARMOUTH A,2013-03-28,3.7,0.2,0,0.2,43,-1.4,8.8,14.3,0,2013-03-14
YARMOUTH A,2013-03-29,3.8,0.6,0,0.6,33,-1.6,9.2,14.2,0,2013-03-15
YARMOUTH A,2013-03-30,5,0,0,0,35,0.3,9.7,13,0,2013-03-16
YARMOUTH A,2013-03-31,3.5,0,0,0,NA,-2.8,9.8,14.5,0,2013-03-17
YARMOUTH A,2013-04-01,4,15.6,0,15.6,70,1,6.9,14,0,2013-03-18
YARMOUTH A,2013-04-02,0.3,0,0,0,69,-1.7,2.3,17.7,0,2013-03-19
YARMOUTH A,2013-04-03,0.6,0,0,0,69,-1.8,3,17.4,0,2013-03-20
YARMOUTH A,2013-04-04,2.3,0,0,0,57,-0.2,4.8,15.7,0,2013-03-21
YARMOUTH A,2013-04-05,4.6,3,0,3,44,2.5,6.7,13.4,0,2013-03-22
YARMOUTH A,2013-04-06,0.6,0,0,0,67,-1.7,2.8,17.4,0,2013-03-23
YARMOUTH A,2013-04-07,-0.5,0,0,0,44,-5.7,4.8,18.5,0,2013-03-24
YARMOUTH A,2013-04-08,6.7,0,0,0,43,1.7,11.7,11.3,0,2013-03-25
YARMOUTH A,2013-04-09,3.4,4.4,0,4.4,46,1.4,5.3,14.6,0,2013-03-26
YARMOUTH A,2013-04-10,5,0.8,0,0.8,33,2.3,7.6,13,0,2013-03-27
YARMOUTH A,2013-04-11,4.2,0,0,0,59,-0.5,8.9,13.8,0,2013-03-28
YARMOUTH A,2013-04-12,2,10,2,8,59,-1.6,5.5,16,0,2013-03-29
YARMOUTH A,2013-04-13,3.5,2.4,0,2.4,59,0.6,6.4,14.5,0,2013-03-30
YARMOUTH A,2013-04-14,4.1,2.2,0,2.2,NA,2.5,5.7,13.9,0,2013-03-31
YARMOUTH A,2013-04-15,4,0,0,0,37,-0.2,8.2,14,0,2013-04-01
YARMOUTH A,2013-04-16,3.8,3,0,3,57,0.5,7,14.2,0,2013-04-02
YARMOUTH A,2013-04-17,5.9,0.8,0,0.8,61,1.4,10.3,12.1,0,2013-04-03
