station_name,Date,mean_temp,total_precip,total_snow,total_rain,spd_max_gust,min_temp,max_temp,heat_deg_days,cool_deg_days,twoweeks
YARMOUTH A,1999-06-08,18.5,2,0,2,46,12.2,24.8,0,0.5,1999-05-25
YARMOUTH A,1999-06-09,13.5,0,0,0,43,7.3,19.6,4.5,0,1999-05-26
YARMOUTH A,1999-06-10,12.2,0,0,0,NA,6.2,18.2,5.8,0,1999-05-27
YARMOUTH A,1999-06-11,12.2,0,0,0,NA,5.5,18.9,5.8,0,1999-05-28
YARMOUTH A,1999-06-12,13.3,0,0,0,NA,6.6,20,4.7,0,1999-05-29
YARMOUTH A,1999-06-13,17.1,0.2,0,0.2,NA,13.3,20.9,0.9,0,1999-05-30
YARMOUTH A,1999-06-14,17.6,0,0,0,NA,14.2,20.9,0.4,0,1999-05-31
YARMOUTH A,1999-06-15,13.6,0,0,0,44,9.4,17.8,4.4,0,1999-06-01
YARMOUTH A,1999-06-16,14.2,1,0,1,33,9.4,18.9,3.8,0,1999-06-02
YARMOUTH A,1999-06-17,14.8,1.2,0,1.2,NA,11.4,18.2,3.2,0,1999-06-03
YARMOUTH A,1999-06-18,13.3,3,0,3,NA,9.4,17.1,4.7,0,1999-06-04
YARMOUTH A,1999-06-19,13.8,0,0,0,NA,8.6,18.9,4.2,0,1999-06-05
YARMOUTH A,1999-06-20,15.1,0,0,0,NA,9.4,20.7,2.9,0,1999-06-06
YARMOUTH A,1999-06-21,13.2,0,0,0,NA,7.5,18.9,4.8,0,1999-06-07
YARMOUTH A,1999-06-22,14.9,0,0,0,NA,11.1,18.7,3.1,0,1999-06-08
YARMOUTH A,1999-06-23,16.5,0,0,0,NA,11.5,21.5,1.5,0,1999-06-09
YARMOUTH A,1999-06-24,18.2,1.8,0,1.8,NA,12.1,24.2,0,0.2,1999-06-10
YARMOUTH A,1999-06-25,17.1,1.4,0,1.4,43,13.3,20.9,0.9,0,1999-06-11
YARMOUTH A,1999-06-26,18.1,0.8,0,0.8,35,14.3,21.9,0,0.1,1999-06-12
YARMOUTH A,1999-06-27,19.9,0,0,0,NA,13.6,26.2,0,1.9,1999-06-13
YARMOUTH A,1999-06-28,17.9,0,0,0,48,15.4,20.4,0.1,0,1999-06-14
YARMOUTH A,1999-06-29,17.8,0,0,0,41,16,19.6,0.2,0,1999-06-15
YARMOUTH A,1999-06-30,19.8,0,0,0,43,14.8,24.8,0,1.8,1999-06-16
YARMOUTH A,1999-07-01,17.9,14.3,0,14.3,33,14.2,21.6,0.1,0,1999-06-17
YARMOUTH A,1999-07-02,18.3,0.2,0,0.2,57,15.7,20.8,0,0.3,1999-06-18
YARMOUTH A,1999-07-03,18.1,0,0,0,NA,14.5,21.7,0,0.1,1999-06-19
YARMOUTH A,1999-07-04,19.1,0,0,0,NA,14.6,23.5,0,1.1,1999-06-20
YARMOUTH A,1999-07-05,21.3,0,0,0,41,16,26.6,0,3.3,1999-06-21
YARMOUTH A,1999-07-06,16.3,6.4,0,6.4,NA,14.7,17.8,1.7,0,1999-06-22
YARMOUTH A,1999-07-07,17.7,0,0,0,46,14.9,20.5,0.3,0,1999-06-23
YARMOUTH A,1999-07-08,15.8,0,0,0,41,12.9,18.7,2.2,0,1999-06-24
YARMOUTH A,1999-07-09,16.6,0,0,0,35,13.5,19.7,1.4,0,1999-06-25
YARMOUTH A,1999-07-10,16.8,10.2,0,10.2,41,13.7,19.9,1.2,0,1999-06-26
YARMOUTH A,1999-07-11,14.7,0,0,0,39,11,18.3,3.3,0,1999-06-27
YARMOUTH A,1999-07-12,15.4,0,0,0,NA,9.9,20.9,2.6,0,1999-06-28
YARMOUTH A,1999-07-13,17.1,12.8,0,12.8,41,13.6,20.5,0.9,0,1999-06-29
YARMOUTH A,1999-07-14,15.2,0,0,0,NA,11.1,19.3,2.8,0,1999-06-30
YARMOUTH A,1999-07-15,16.5,0,0,0,NA,11.3,21.7,1.5,0,1999-07-01
YARMOUTH A,1999-07-16,17,0,0,0,NA,12.2,21.8,1,0,1999-07-02
YARMOUTH A,1999-07-17,19.3,0,0,0,NA,15.6,23,0,1.3,1999-07-03
YARMOUTH A,1999-07-18,21.5,0,0,0,NA,15.9,27,0,3.5,1999-07-04
YARMOUTH A,1999-07-19,19.2,6.3,0,6.3,NA,14.4,23.9,0,1.2,1999-07-05
YARMOUTH A,1999-07-20,16,0,0,0,35,11.5,20.4,2,0,1999-07-06
YARMOUTH A,1999-07-21,16.2,0,0,0,NA,10.7,21.7,1.8,0,1999-07-07
YARMOUTH A,1999-07-22,18,0,0,0,46,14.6,21.4,0,0,1999-07-08
YARMOUTH A,1999-07-23,18.8,10.2,0,10.2,39,15.3,22.3,0,0.8,1999-07-09
YARMOUTH A,1999-07-24,19.6,25,0,25,NA,15.7,23.5,0,1.6,1999-07-10
YARMOUTH A,1999-07-25,20.4,33.4,0,33.4,32,18.2,22.6,0,2.4,1999-07-11
YARMOUTH A,1999-07-26,19.7,0.2,0,0.2,NA,17.8,21.5,0,1.7,1999-07-12
YARMOUTH A,1999-07-27,18.1,0,0,0,NA,15.6,20.5,0,0.1,1999-07-13
YARMOUTH A,1999-07-28,19.6,0,0,0,NA,16.1,23,0,1.6,1999-07-14
YARMOUTH A,1999-07-29,20.2,0,0,0,NA,15.5,24.8,0,2.2,1999-07-15
YARMOUTH A,1999-07-30,19.7,0,0,0,NA,15.9,23.5,0,1.7,1999-07-16
YARMOUTH A,1999-07-31,20.6,0,0,0,NA,15.4,25.8,0,2.6,1999-07-17
YARMOUTH A,1999-08-01,18.3,1.2,0,1.2,41,15.6,20.9,0,0.3,1999-07-18
YARMOUTH A,1999-08-02,19.8,0,0,0,NA,14.7,24.9,0,1.8,1999-07-19
YARMOUTH A,1999-08-03,17.5,0,0,0,NA,13.1,21.8,0.5,0,1999-07-20
YARMOUTH A,1999-08-04,18.7,0,0,0,NA,14.9,22.5,0,0.7,1999-07-21
YARMOUTH A,1999-08-05,18.5,0.5,0,0.5,NA,12.7,24.2,0,0.5,1999-07-22
YARMOUTH A,1999-08-06,17.2,0,0,0,NA,14.3,20,0.8,0,1999-07-23
YARMOUTH A,1999-08-07,16.5,11.6,0,11.6,NA,13.9,19,1.5,0,1999-07-24
YARMOUTH A,1999-08-08,17.3,34.4,0,34.4,52,12.7,21.8,0.7,0,1999-07-25
YARMOUTH A,1999-08-09,15.5,0,0,0,39,12.9,18,2.5,0,1999-07-26
YARMOUTH A,1999-08-10,15,0,0,0,NA,12.5,17.4,3,0,1999-07-27
YARMOUTH A,1999-08-11,16.8,0,0,0,NA,12.8,20.7,1.2,0,1999-07-28
YARMOUTH A,1999-08-12,16.4,5.7,0,5.7,37,14.8,18,1.6,0,1999-07-29
YARMOUTH A,1999-08-13,18.4,0,0,0,48,16.6,20.2,0,0.4,1999-07-30
YARMOUTH A,1999-08-14,21,6.9,0,6.9,56,18,24,0,3,1999-07-31
YARMOUTH A,1999-08-15,18.3,32.4,0,32.4,NA,16.6,19.9,0,0.3,1999-08-01
YARMOUTH A,1999-08-16,16.2,0,0,0,NA,13.6,18.8,1.8,0,1999-08-02
YARMOUTH A,1999-08-17,17.9,0,0,0,37,14.7,21,0.1,0,1999-08-03
YARMOUTH A,1999-08-18,18,2.1,0,2.1,39,14.4,21.6,0,0,1999-08-04
YARMOUTH A,1999-08-19,16,0,0,0,NA,10,22,2,0,1999-08-05
YARMOUTH A,1999-08-20,16.3,0,0,0,NA,9.3,23.3,1.7,0,1999-08-06
YARMOUTH A,1999-08-21,16.8,1,0,1,32,13.5,20,1.2,0,1999-08-07
YARMOUTH A,1999-08-22,18.2,1.2,0,1.2,NA,15.8,20.6,0,0.2,1999-08-08
YARMOUTH A,1999-08-23,17.5,0,0,0,NA,14,20.9,0.5,0,1999-08-09
YARMOUTH A,1999-08-24,18,0,0,0,NA,14.1,21.8,0,0,1999-08-10
YARMOUTH A,1999-08-25,18.6,0,0,0,NA,14.5,22.7,0,0.6,1999-08-11
YARMOUTH A,1999-08-26,18.5,0.2,0,0.2,NA,13.9,23,0,0.5,1999-08-12
YARMOUTH A,1999-08-27,20.9,10.4,0,10.4,NA,15.7,26.1,0,2.9,1999-08-13
YARMOUTH A,1999-08-28,18.8,0,0,0,35,16.6,20.9,0,0.8,1999-08-14
YARMOUTH A,1999-08-29,17.8,0,0,0,39,12.9,22.6,0.2,0,1999-08-15
YARMOUTH A,1999-08-30,16.2,0,0,0,46,11.2,21.1,1.8,0,1999-08-16
YARMOUTH A,1999-08-31,14.8,0,0,0,NA,9.9,19.7,3.2,0,1999-08-17
YARMOUTH A,1999-09-01,17.7,0,0,0,NA,10.6,24.8,0.3,0,1999-08-18
YARMOUTH A,1999-09-02,16.4,0,0,0,NA,11.5,21.2,1.6,0,1999-08-19
YARMOUTH A,1999-09-03,17.7,0,0,0,NA,14.1,21.2,0.3,0,1999-08-20
YARMOUTH A,1999-09-04,19.8,0,0,0,NA,13.7,25.9,0,1.8,1999-08-21
YARMOUTH A,1999-09-05,18.1,0,0,0,NA,14.3,21.8,0,0.1,1999-08-22
YARMOUTH A,1999-09-06,19.5,0.2,0,0.2,NA,14.7,24.3,0,1.5,1999-08-23
YARMOUTH A,1999-09-07,22.1,0,0,0,32,18.6,25.5,0,4.1,1999-08-24
YARMOUTH A,1999-09-08,20,3.8,0,3.8,37,18,22,0,2,1999-08-25
YARMOUTH A,1999-09-09,20.7,0,0,0,NA,17.7,23.7,0,2.7,1999-08-26
YARMOUTH A,1999-09-10,22.1,0.2,0,0.2,37,18.2,25.9,0,4.1,1999-08-27
YARMOUTH A,1999-09-11,17.7,23.2,0,23.2,46,13.8,21.5,0.3,0,1999-08-28
YARMOUTH A,1999-09-12,16.3,0,0,0,NA,11.1,21.5,1.7,0,1999-08-29
YARMOUTH A,1999-09-13,16.8,0,0,0,NA,10,23.6,1.2,0,1999-08-30
YARMOUTH A,1999-09-14,18.4,0,0,0,NA,13.2,23.5,0,0.4,1999-08-31
YARMOUTH A,1999-09-15,18.3,16,0,16,NA,15.2,21.3,0,0.3,1999-09-01
YARMOUTH A,1999-09-16,21.7,14.4,0,14.4,59,18.1,25.2,0,3.7,1999-09-02
YARMOUTH A,1999-09-17,18.1,7,0,7,74,12.7,23.4,0,0.1,1999-09-03
YARMOUTH A,1999-09-18,13.5,3.6,0,3.6,67,9.8,17.1,4.5,0,1999-09-04
YARMOUTH A,1999-09-19,12.9,0,0,0,NA,8,17.7,5.1,0,1999-09-05
YARMOUTH A,1999-09-20,13.8,0,0,0,33,7.4,20.1,4.2,0,1999-09-06
YARMOUTH A,1999-09-21,17.8,0.5,0,0.5,32,12.5,23,0.2,0,1999-09-07
YARMOUTH A,1999-09-22,19,17,0,17,NA,16.8,21.1,0,1,1999-09-08
YARMOUTH A,1999-09-23,15.7,25.4,0,25.4,67,13.4,17.9,2.3,0,1999-09-09
YARMOUTH A,1999-09-24,16.3,0,0,0,41,13.7,18.9,1.7,0,1999-09-10
YARMOUTH A,1999-09-25,14.7,0.2,0,0.2,33,11.9,17.5,3.3,0,1999-09-11
YARMOUTH A,1999-09-26,12,0,0,0,NA,7.3,16.6,6,0,1999-09-12
YARMOUTH A,1999-09-27,13,0,0,0,NA,7.7,18.2,5,0,1999-09-13
YARMOUTH A,1999-09-28,11.3,0,0,0,NA,6.2,16.4,6.7,0,1999-09-14
YARMOUTH A,1999-09-29,12.4,0,0,0,NA,6.7,18.1,5.6,0,1999-09-15
YARMOUTH A,1999-09-30,16,5.3,0,5.3,56,11.4,20.5,2,0,1999-09-16
YARMOUTH A,1999-10-01,11.9,0,0,0,NA,8.7,15.1,6.1,0,1999-09-17
YARMOUTH A,1999-10-02,12.1,0,0,0,NA,6.7,17.4,5.9,0,1999-09-18
YARMOUTH A,1999-10-03,14,0,0,0,41,7.7,20.2,4,0,1999-09-19
YARMOUTH A,1999-10-04,11.8,27.4,0,27.4,32,7.4,16.2,6.2,0,1999-09-20
YARMOUTH A,1999-10-05,9.4,2,0,2,NA,7.1,11.7,8.6,0,1999-09-21
YARMOUTH A,1999-10-06,9.2,0,0,0,48,6.2,12.1,8.8,0,1999-09-22
YARMOUTH A,1999-10-07,6.4,0,0,0,48,4.3,8.5,11.6,0,1999-09-23
YARMOUTH A,1999-10-08,5.5,0,0,0,NA,0.4,10.5,12.5,0,1999-09-24
YARMOUTH A,1999-10-09,13.1,0.8,0,0.8,48,10.4,15.7,4.9,0,1999-09-25
YARMOUTH A,1999-10-10,11.3,6.4,0,6.4,37,7.9,14.6,6.7,0,1999-09-26
YARMOUTH A,1999-10-11,12.3,3.2,0,3.2,44,9.4,15.2,5.7,0,1999-09-27
YARMOUTH A,1999-10-12,6.5,0,0,0,48,2.8,10.2,11.5,0,1999-09-28
YARMOUTH A,1999-10-13,7.9,0,0,0,44,1.3,14.5,10.1,0,1999-09-29
YARMOUTH A,1999-10-14,10.5,11.6,0,11.6,102,4.8,16.2,7.5,0,1999-09-30
YARMOUTH A,1999-10-15,6.7,0,0,0,52,4.6,8.8,11.3,0,1999-10-01
YARMOUTH A,1999-10-16,10.9,0,0,0,39,6.6,15.1,7.1,0,1999-10-02
YARMOUTH A,1999-10-17,15.8,0.6,0,0.6,43,14.1,17.4,2.2,0,1999-10-03
YARMOUTH A,1999-10-18,9.1,52.8,0,52.8,67,2.6,15.6,8.9,0,1999-10-04
YARMOUTH A,1999-10-19,2.6,0.4,0,0.4,37,-1.2,6.4,15.4,0,1999-10-05
YARMOUTH A,1999-10-20,3.4,24.2,0,24.2,37,-1.3,8,14.6,0,1999-10-06
YARMOUTH A,1999-10-21,7.7,1.6,0,1.6,32,3.7,11.7,10.3,0,1999-10-07
YARMOUTH A,1999-10-22,8.9,0,0,0,43,4.8,12.9,9.1,0,1999-10-08
YARMOUTH A,1999-10-23,13.2,4.4,0,4.4,78,10.4,16,4.8,0,1999-10-09
YARMOUTH A,1999-10-24,9.4,0.6,0,0.6,54,6.8,12,8.6,0,1999-10-10
YARMOUTH A,1999-10-25,5.8,0,0,0,50,4.4,7.2,12.2,0,1999-10-11
YARMOUTH A,1999-10-26,6.5,0,0,0,48,-0.3,13.2,11.5,0,1999-10-12
YARMOUTH A,1999-10-27,7.1,0,0,0,37,2.2,12,10.9,0,1999-10-13
YARMOUTH A,1999-10-28,4.7,0,0,0,41,-0.1,9.4,13.3,0,1999-10-14
YARMOUTH A,1999-10-29,7.6,0,0,0,43,2.8,12.3,10.4,0,1999-10-15
YARMOUTH A,1999-10-30,5.3,0,0,0,NA,0.5,10.1,12.7,0,1999-10-16
YARMOUTH A,1999-10-31,11.6,1.8,0,1.8,48,8.4,14.8,6.4,0,1999-10-17
YARMOUTH A,1999-11-01,9.9,0,0,0,61,7.3,12.5,8.1,0,1999-10-18
YARMOUTH A,1999-11-02,9.7,0,0,0,76,4.3,15,8.3,0,1999-10-19
YARMOUTH A,1999-11-03,13.5,20.6,0,20.6,80,9.4,17.6,4.5,0,1999-10-20
YARMOUTH A,1999-11-04,8.4,0,0,0,67,7.1,9.7,9.6,0,1999-10-21
YARMOUTH A,1999-11-05,9.1,0,0,0,50,6.6,11.5,8.9,0,1999-10-22
YARMOUTH A,1999-11-06,9.7,0,0,0,46,6.2,13.2,8.3,0,1999-10-23
YARMOUTH A,1999-11-07,4,1.6,1.4,0,41,1.1,6.9,14,0,1999-10-24
YARMOUTH A,1999-11-08,0.8,1.8,1.8,0,43,-0.4,2,17.2,0,1999-10-25
YARMOUTH A,1999-11-09,4.2,0,0,0,39,-3.3,11.7,13.8,0,1999-10-26
YARMOUTH A,1999-11-10,7.8,8.2,0,8.2,33,1.2,14.3,10.2,0,1999-10-27
YARMOUTH A,1999-11-11,-1.1,1.8,1.8,0,48,-3.9,1.7,19.1,0,1999-10-28
YARMOUTH A,1999-11-12,-0.5,0,0,0,NA,-5.3,4.3,18.5,0,1999-10-29
YARMOUTH A,1999-11-13,5.9,4.3,0,4.3,NA,2.6,9.2,12.1,0,1999-10-30
YARMOUTH A,1999-11-14,8,15.8,0,15.8,44,6.2,9.7,10,0,1999-10-31
YARMOUTH A,1999-11-15,7,2.8,0,2.8,56,3.3,10.6,11,0,1999-11-01
YARMOUTH A,1999-11-16,2.5,3,2.8,0.2,41,1.2,3.8,15.5,0,1999-11-02
YARMOUTH A,1999-11-17,0.9,0.6,0.4,0.2,61,-0.6,2.3,17.1,0,1999-11-03
YARMOUTH A,1999-11-18,2.9,0.2,0.2,0,43,-0.5,6.2,15.1,0,1999-11-04
YARMOUTH A,1999-11-19,4.8,0,0,0,NA,-0.7,10.2,13.2,0,1999-11-05
YARMOUTH A,1999-11-20,11.7,0,0,0,44,8.2,15.1,6.3,0,1999-11-06
YARMOUTH A,1999-11-21,10.7,9.8,0,9.8,44,9,12.3,7.3,0,1999-11-07
YARMOUTH A,1999-11-22,8.6,0,0,0,NA,4,13.2,9.4,0,1999-11-08
YARMOUTH A,1999-11-23,7.4,0,0,0,NA,4,10.7,10.6,0,1999-11-09
YARMOUTH A,1999-11-24,8,0.6,0,0.6,50,3.3,12.6,10,0,1999-11-10
YARMOUTH A,1999-11-25,9.7,3.2,0,3.2,37,7,12.4,8.3,0,1999-11-11
YARMOUTH A,1999-11-26,10,6.6,0,6.6,NA,6.4,13.6,8,0,1999-11-12
YARMOUTH A,1999-11-27,11.5,7.2,0,7.2,56,7.8,15.1,6.5,0,1999-11-13
YARMOUTH A,1999-11-28,7.4,0,0,0,50,5,9.8,10.6,0,1999-11-14
YARMOUTH A,1999-11-29,2.6,3.8,2.8,0,39,-1.2,6.3,15.4,0,1999-11-15
YARMOUTH A,1999-11-30,-0.7,0,0,0,50,-2.9,1.5,18.7,0,1999-11-16
YARMOUTH A,1999-12-01,0.2,22.6,23.8,1.8,95,-1.1,1.5,17.8,0,1999-11-17
YARMOUTH A,1999-12-02,2.4,0.2,0.2,0,78,0.7,4.1,15.6,0,1999-11-18
YARMOUTH A,1999-12-03,3.4,0,0,0,37,1.2,5.6,14.6,0,1999-11-19
YARMOUTH A,1999-12-04,4.3,0.6,0,0.6,NA,2.1,6.4,13.7,0,1999-11-20
YARMOUTH A,1999-12-05,5.3,0,0,0,NA,1.5,9,12.7,0,1999-11-21
YARMOUTH A,1999-12-06,10.5,18.4,0,18.4,43,7.7,13.3,7.5,0,1999-11-22
YARMOUTH A,1999-12-07,8.8,30.2,0,30.2,65,3.8,13.8,9.2,0,1999-11-23
YARMOUTH A,1999-12-08,3.9,0.2,0,0.2,61,2.3,5.5,14.1,0,1999-11-24
YARMOUTH A,1999-12-09,2,0,0,0,32,-1.6,5.5,16,0,1999-11-25
YARMOUTH A,1999-12-10,4.5,2.6,0,2.6,56,-2.3,11.3,13.5,0,1999-11-26
YARMOUTH A,1999-12-11,5.5,11.9,0.6,11.3,72,0.7,10.3,12.5,0,1999-11-27
YARMOUTH A,1999-12-12,3.1,0.2,0,0.2,41,-0.2,6.4,14.9,0,1999-11-28
YARMOUTH A,1999-12-13,4.4,0.6,0,0.6,NA,2.2,6.5,13.6,0,1999-11-29
YARMOUTH A,1999-12-14,3.2,0.8,0,0.8,44,0.1,6.3,14.8,0,1999-11-30
YARMOUTH A,1999-12-15,1.3,0,0,0,NA,-3.7,6.2,16.7,0,1999-12-01
YARMOUTH A,1999-12-16,3.2,1.6,0,1.6,50,-3.9,10.3,14.8,0,1999-12-02
YARMOUTH A,1999-12-17,3,2.1,0.8,1.3,59,0.2,5.8,15,0,1999-12-03
YARMOUTH A,1999-12-18,-0.9,0,0,0,59,-3.5,1.8,18.9,0,1999-12-04
YARMOUTH A,1999-12-19,-4.1,0,0,0,NA,-7,-1.2,22.1,0,1999-12-05
YARMOUTH A,1999-12-20,-1.5,0,0,0,44,-8.9,6,19.5,0,1999-12-06
YARMOUTH A,1999-12-21,6.9,4.8,0,4.8,54,2.6,11.2,11.1,0,1999-12-07
YARMOUTH A,1999-12-22,-1.1,0.4,0.4,0,NA,-4.8,2.7,19.1,0,1999-12-08
YARMOUTH A,1999-12-23,-1.5,3.3,5.1,0,NA,-4.5,1.6,19.5,0,1999-12-09
YARMOUTH A,1999-12-24,-5.8,4,8,0,NA,-8,-3.5,23.8,0,1999-12-10
YARMOUTH A,1999-12-25,-7.9,1.2,2.4,0,37,-9.5,-6.3,25.9,0,1999-12-11
YARMOUTH A,1999-12-26,-0.9,13.6,0,13.6,46,-6.8,5,18.9,0,1999-12-12
YARMOUTH A,1999-12-27,-2,1.6,4.4,0,54,-6.1,2.2,20,0,1999-12-13
YARMOUTH A,1999-12-28,-7.7,2.4,6.4,0,32,-10.5,-4.8,25.7,0,1999-12-14
YARMOUTH A,1999-12-29,-3.4,5,4.2,0,48,-7,0.3,21.4,0,1999-12-15
YARMOUTH A,1999-12-30,1.8,0.2,0,0.2,74,-3.2,6.7,16.2,0,1999-12-16
YARMOUTH A,1999-12-31,-6.2,0,0,0,NA,-9.2,-3.2,24.2,0,1999-12-17
YARMOUTH A,2000-01-01,-1.2,0.4,0.6,0,41,-8.7,6.3,19.2,0,1999-12-18
YARMOUTH A,2000-01-02,6.3,9.4,0,9.4,46,2.6,10,11.7,0,1999-12-19
YARMOUTH A,2000-01-03,5.4,1.6,0,1.6,50,0.5,10.3,12.6,0,1999-12-20
YARMOUTH A,2000-01-04,6.7,8.2,0,8.2,80,0.4,12.9,11.3,0,1999-12-21
YARMOUTH A,2000-01-05,3.7,11.6,0,11.6,76,-5.9,13.3,14.3,0,1999-12-22
YARMOUTH A,2000-01-06,-3.1,0,0,0,32,-7.2,1,21.1,0,1999-12-23
YARMOUTH A,2000-01-07,3.9,7.2,0,7.2,48,0.6,7.1,14.1,0,1999-12-24
YARMOUTH A,2000-01-08,0.2,0,0,0,48,-2.7,3.1,17.8,0,1999-12-25
YARMOUTH A,2000-01-09,3.2,0,0,0,43,-1,7.3,14.8,0,1999-12-26
YARMOUTH A,2000-01-10,2.6,16,0,16,85,-3.7,8.9,15.4,0,1999-12-27
YARMOUTH A,2000-01-11,7.1,4.2,0,4.2,69,4.2,9.9,10.9,0,1999-12-28
YARMOUTH A,2000-01-12,2,2.2,0,2.2,78,-1.8,5.8,16,0,1999-12-29
YARMOUTH A,2000-01-13,-5.2,0.2,0.8,0,65,-8.7,-1.6,23.2,0,1999-12-30
YARMOUTH A,2000-01-14,-11.1,3.4,5.8,0,59,-13.5,-8.7,29.1,0,1999-12-31
YARMOUTH A,2000-01-15,-14.4,2.2,3.6,0,46,-16.8,-12,32.4,0,2000-01-01
YARMOUTH A,2000-01-16,-8.8,13.8,17.2,0,61,-18.2,0.7,26.8,0,2000-01-02
YARMOUTH A,2000-01-17,-3.7,6,10.4,0,91,-6.7,-0.7,21.7,0,2000-01-03
YARMOUTH A,2000-01-18,-7.9,0.8,3.8,0,56,-9.7,-6.1,25.9,0,2000-01-04
YARMOUTH A,2000-01-19,-7.7,0.8,4.2,0,NA,-9.5,-5.9,25.7,0,2000-01-05
YARMOUTH A,2000-01-20,-9.6,0,0,0,37,-14.4,-4.8,27.6,0,2000-01-06
YARMOUTH A,2000-01-21,-8,36.6,37.8,0,104,-10.3,-5.7,26,0,2000-01-07
YARMOUTH A,2000-01-22,-10.6,4.4,4.4,0,67,-11.5,-9.7,28.6,0,2000-01-08
YARMOUTH A,2000-01-23,-10.1,0.8,5.2,0,46,-12.9,-7.2,28.1,0,2000-01-09
YARMOUTH A,2000-01-24,-4.6,5.8,7.6,0,NA,-10.1,0.9,22.6,0,2000-01-10
YARMOUTH A,2000-01-25,2.4,16.8,0.8,16.4,76,-5.1,9.8,15.6,0,2000-01-11
YARMOUTH A,2000-01-26,4.7,0.2,0.2,0,43,0.7,8.6,13.3,0,2000-01-12
YARMOUTH A,2000-01-27,-3.5,7.3,4.8,0.2,33,-7.6,0.7,21.5,0,2000-01-13
YARMOUTH A,2000-01-28,-8.1,3.1,11,0,41,-10.2,-5.9,26.1,0,2000-01-14
YARMOUTH A,2000-01-29,-6.1,0.8,2.8,0,33,-8.9,-3.2,24.1,0,2000-01-15
YARMOUTH A,2000-01-30,-4.3,0,0,0,35,-10,1.5,22.3,0,2000-01-16
YARMOUTH A,2000-01-31,1.6,6.2,0.4,5.8,65,-3.1,6.2,16.4,0,2000-01-17
YARMOUTH A,2000-02-01,1.1,0,0.8,0,50,-0.7,2.8,16.9,0,2000-01-18
YARMOUTH A,2000-02-02,-4.2,1.1,3.1,0,44,-8.3,0,22.2,0,2000-01-19
YARMOUTH A,2000-02-03,-5.8,1.2,3.2,0,41,-8.3,-3.2,23.8,0,2000-01-20
YARMOUTH A,2000-02-04,-7.9,0,0,0,NA,-12.2,-3.6,25.9,0,2000-01-21
YARMOUTH A,2000-02-05,-7.4,0,0,0,43,-14.5,-0.3,25.4,0,2000-01-22
YARMOUTH A,2000-02-06,-5,1.4,2.8,0,74,-8.5,-1.4,23,0,2000-01-23
YARMOUTH A,2000-02-07,-2.7,0,0,0,74,-8.7,3.4,20.7,0,2000-01-24
YARMOUTH A,2000-02-08,-6.4,0,0,0,56,-11.7,-1,24.4,0,2000-01-25
YARMOUTH A,2000-02-09,1.7,0.6,0,0.6,61,-1.2,4.6,16.3,0,2000-01-26
YARMOUTH A,2000-02-10,0.9,0,0,0,NA,-2.1,3.9,17.1,0,2000-01-27
YARMOUTH A,2000-02-11,2.2,3.6,0,3.6,50,-1.2,5.5,15.8,0,2000-01-28
YARMOUTH A,2000-02-12,-5.2,0,0,0,65,-11.1,0.7,23.2,0,2000-01-29
YARMOUTH A,2000-02-13,-6.7,0,0,0,NA,-12.2,-1.1,24.7,0,2000-01-30
YARMOUTH A,2000-02-14,1.1,21.2,0,21.2,63,-7,9.1,16.9,0,2000-01-31
YARMOUTH A,2000-02-15,1.1,0.2,0,0.2,48,-2.9,5,16.9,0,2000-02-01
YARMOUTH A,2000-02-16,-1.1,3.3,0.4,2.9,41,-6.8,4.6,19.1,0,2000-02-02
YARMOUTH A,2000-02-17,-4.1,0,0,0,70,-10.6,2.4,22.1,0,2000-02-03
YARMOUTH A,2000-02-18,-8.4,6.5,8.4,0,32,-12.4,-4.3,26.4,0,2000-02-04
YARMOUTH A,2000-02-19,-3,12.6,10.8,0,43,-4.6,-1.4,21,0,2000-02-05
YARMOUTH A,2000-02-20,-2.5,1.5,2.4,0,48,-5.8,0.8,20.5,0,2000-02-06
YARMOUTH A,2000-02-21,-4,0,0,0,76,-8,0.1,22,0,2000-02-07
YARMOUTH A,2000-02-22,-6.8,0,0,0,NA,-12.9,-0.7,24.8,0,2000-02-08
YARMOUTH A,2000-02-23,2.2,0.2,0,0.2,50,-1.4,5.8,15.8,0,2000-02-09
YARMOUTH A,2000-02-24,5.5,0,0,0,32,2.8,8.1,12.5,0,2000-02-10
YARMOUTH A,2000-02-25,-0.6,0,0,0,NA,-5.4,4.3,18.6,0,2000-02-11
YARMOUTH A,2000-02-26,-1.7,0,0,0,NA,-7.4,4.1,19.7,0,2000-02-12
YARMOUTH A,2000-02-27,7.1,0,0,0,48,3.3,10.9,10.9,0,2000-02-13
YARMOUTH A,2000-02-28,7.9,6.4,0,6.4,50,3.7,12,10.1,0,2000-02-14
YARMOUTH A,2000-02-29,5.7,1,0,1,48,2.9,8.4,12.3,0,2000-02-15
YARMOUTH A,2000-03-01,5.3,0,0,0,43,1.1,9.5,12.7,0,2000-02-16
YARMOUTH A,2000-03-02,3.3,1.6,0,1.6,NA,1.4,5.1,14.7,0,2000-02-17
YARMOUTH A,2000-03-03,0.8,9.2,6,0,52,0.1,1.5,17.2,0,2000-02-18
YARMOUTH A,2000-03-04,1.9,0,0,0,59,0.5,3.2,16.1,0,2000-02-19
YARMOUTH A,2000-03-05,1.2,0.8,0.8,0,NA,-1.7,4.1,16.8,0,2000-02-20
